Year,Series,Value
2010,"Domestic material consumption per capita, by type of raw material (tonnes)",0.0502
2010,"Domestic material consumption per capita, by type of raw material (tonnes)",0.0015
2010,"Domestic material consumption per capita, by type of raw material (tonnes)",4.636
2010,"Domestic material consumption per capita, by type of raw material (tonnes)",0.1761
2010,"Domestic material consumption per capita, by type of raw material (tonnes)",0.1746
2010,"Domestic material consumption per capita, by type of raw material (tonnes)",2.4616
2011,"Domestic material consumption per capita, by type of raw material (tonnes)",0.0013
2011,"Domestic material consumption per capita, by type of raw material (tonnes)",0.0337
2011,"Domestic material consumption per capita, by type of raw material (tonnes)",1.5647
2011,"Domestic material consumption per capita, by type of raw material (tonnes)",2.0776
2011,"Domestic material consumption per capita, by type of raw material (tonnes)",0.1595
2011,"Domestic material consumption per capita, by type of raw material (tonnes)",0.1833
2011,"Domestic material consumption per capita, by type of raw material (tonnes)",4.0203
2012,"Domestic material consumption per capita, by type of raw material (tonnes)",4.3135
2012,"Domestic material consumption per capita, by type of raw material (tonnes)",2.2467
2012,"Domestic material consumption per capita, by type of raw material (tonnes)",1.6236
2012,"Domestic material consumption per capita, by type of raw material (tonnes)",0.2449
2012,"Domestic material consumption per capita, by type of raw material (tonnes)",0.0266
2012,"Domestic material consumption per capita, by type of raw material (tonnes)",0.1704
2012,"Domestic material consumption per capita, by type of raw material (tonnes)",0.0014
2013,"Domestic material consumption per capita, by type of raw material (tonnes)",0.0013
2013,"Domestic material consumption per capita, by type of raw material (tonnes)",0.1747
2013,"Domestic material consumption per capita, by type of raw material (tonnes)",0.0279
2013,"Domestic material consumption per capita, by type of raw material (tonnes)",0.2294
2013,"Domestic material consumption per capita, by type of raw material (tonnes)",2.0005
2013,"Domestic material consumption per capita, by type of raw material (tonnes)",2.1176
2013,"Domestic material consumption per capita, by type of raw material (tonnes)",4.5514
2014,"Domestic material consumption per capita, by type of raw material (tonnes)",2.0701
2014,"Domestic material consumption per capita, by type of raw material (tonnes)",1.5252
2014,"Domestic material consumption per capita, by type of raw material (tonnes)",0.2334
2014,"Domestic material consumption per capita, by type of raw material (tonnes)",0.0305
2014,"Domestic material consumption per capita, by type of raw material (tonnes)",0.1888
2014,"Domestic material consumption per capita, by type of raw material (tonnes)",0.0013
2014,"Domestic material consumption per capita, by type of raw material (tonnes)",4.0493
2015,"Domestic material consumption per capita, by type of raw material (tonnes)",0.0206
2015,"Domestic material consumption per capita, by type of raw material (tonnes)",0.2122
2015,"Domestic material consumption per capita, by type of raw material (tonnes)",2.3645
2015,"Domestic material consumption per capita, by type of raw material (tonnes)",0.218
2015,"Domestic material consumption per capita, by type of raw material (tonnes)",4.1664
2015,"Domestic material consumption per capita, by type of raw material (tonnes)",0.0013
2015,"Domestic material consumption per capita, by type of raw material (tonnes)",1.3498
2016,"Domestic material consumption per capita, by type of raw material (tonnes)",0.2065
2016,"Domestic material consumption per capita, by type of raw material (tonnes)",2.3199
2016,"Domestic material consumption per capita, by type of raw material (tonnes)",0.2389
2016,"Domestic material consumption per capita, by type of raw material (tonnes)",0.0173
2016,"Domestic material consumption per capita, by type of raw material (tonnes)",2.6216
2016,"Domestic material consumption per capita, by type of raw material (tonnes)",0.0015
2016,"Domestic material consumption per capita, by type of raw material (tonnes)",5.4056
2017,"Domestic material consumption per capita, by type of raw material (tonnes)",0.2165
2017,"Domestic material consumption per capita, by type of raw material (tonnes)",4.5444
2017,"Domestic material consumption per capita, by type of raw material (tonnes)",0.0015
2017,"Domestic material consumption per capita, by type of raw material (tonnes)",1.4952
2017,"Domestic material consumption per capita, by type of raw material (tonnes)",0.0636
2017,"Domestic material consumption per capita, by type of raw material (tonnes)",0.2516
2017,"Domestic material consumption per capita, by type of raw material (tonnes)",2.5159
2018,"Domestic material consumption per capita, by type of raw material (tonnes)",2.6452
2018,"Domestic material consumption per capita, by type of raw material (tonnes)",0.4087
2018,"Domestic material consumption per capita, by type of raw material (tonnes)",0.096
2018,"Domestic material consumption per capita, by type of raw material (tonnes)",2.006
2018,"Domestic material consumption per capita, by type of raw material (tonnes)",0.2413
2018,"Domestic material consumption per capita, by type of raw material (tonnes)",0.0016
2018,"Domestic material consumption per capita, by type of raw material (tonnes)",5.3988
2019,"Domestic material consumption per capita, by type of raw material (tonnes)",5.2956
2019,"Domestic material consumption per capita, by type of raw material (tonnes)",0.0016
2019,"Domestic material consumption per capita, by type of raw material (tonnes)",1.9955
2019,"Domestic material consumption per capita, by type of raw material (tonnes)",0.1116
2019,"Domestic material consumption per capita, by type of raw material (tonnes)",0.247
2019,"Domestic material consumption per capita, by type of raw material (tonnes)",0.4232
2019,"Domestic material consumption per capita, by type of raw material (tonnes)",2.5167
2020,"Domestic material consumption per capita, by type of raw material (tonnes)",0.1935
2020,"Domestic material consumption per capita, by type of raw material (tonnes)",0.1072
2020,"Domestic material consumption per capita, by type of raw material (tonnes)",1.924
2020,"Domestic material consumption per capita, by type of raw material (tonnes)",0.0015
2020,"Domestic material consumption per capita, by type of raw material (tonnes)",5.4194
2020,"Domestic material consumption per capita, by type of raw material (tonnes)",2.8313
2020,"Domestic material consumption per capita, by type of raw material (tonnes)",0.3619
2021,"Domestic material consumption per capita, by type of raw material (tonnes)",5.3691
2021,"Domestic material consumption per capita, by type of raw material (tonnes)",0.0016
2021,"Domestic material consumption per capita, by type of raw material (tonnes)",1.9886
2021,"Domestic material consumption per capita, by type of raw material (tonnes)",0.1077
2021,"Domestic material consumption per capita, by type of raw material (tonnes)",0.1935
2021,"Domestic material consumption per capita, by type of raw material (tonnes)",0.3679
2021,"Domestic material consumption per capita, by type of raw material (tonnes)",2.7098
2022,"Domestic material consumption per capita, by type of raw material (tonnes)",5.3633
2022,"Domestic material consumption per capita, by type of raw material (tonnes)",0.1081
2022,"Domestic material consumption per capita, by type of raw material (tonnes)",2.6767
2022,"Domestic material consumption per capita, by type of raw material (tonnes)",0.3786
2022,"Domestic material consumption per capita, by type of raw material (tonnes)",0.19
2022,"Domestic material consumption per capita, by type of raw material (tonnes)",2.0083
2022,"Domestic material consumption per capita, by type of raw material (tonnes)",0.0016
2023,"Domestic material consumption per capita, by type of raw material (tonnes)",5.2366
2023,"Domestic material consumption per capita, by type of raw material (tonnes)",0.0015
2023,"Domestic material consumption per capita, by type of raw material (tonnes)",0.1041
2023,"Domestic material consumption per capita, by type of raw material (tonnes)",1.9761
2023,"Domestic material consumption per capita, by type of raw material (tonnes)",0.1832
2023,"Domestic material consumption per capita, by type of raw material (tonnes)",2.5868
2023,"Domestic material consumption per capita, by type of raw material (tonnes)",0.3849
2024,"Domestic material consumption per capita, by type of raw material (tonnes)",0.3949
2024,"Domestic material consumption per capita, by type of raw material (tonnes)",2.5801
2024,"Domestic material consumption per capita, by type of raw material (tonnes)",0.1811
2024,"Domestic material consumption per capita, by type of raw material (tonnes)",2.0267
2024,"Domestic material consumption per capita, by type of raw material (tonnes)",0.1063
2024,"Domestic material consumption per capita, by type of raw material (tonnes)",0.0015
2024,"Domestic material consumption per capita, by type of raw material (tonnes)",5.2906
2000,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.127
2000,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",1.1517
2000,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.0007
2000,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",-0.002
2000,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",3.5191
2000,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",2.2065
2000,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.0352
2001,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.0015
2001,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.0007
2001,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",1.2448
2001,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.1293
2001,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.0409
2001,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",2.1426
2001,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",3.5599
2002,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.1327
2002,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",1.2097
2002,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.0007
2002,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",-0.0088
2002,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",3.31
2002,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",1.9322
2002,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.0434
2003,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.0022
2003,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.0006
2003,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",1.4125
2003,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.1354
2003,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.0383
2003,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",2.153
2003,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",3.7421
2004,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.1246
2004,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",1.3892
2004,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.0006
2004,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.0032
2004,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",3.5385
2004,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",1.9819
2004,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.0391
2005,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.0032
2005,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.0006
2005,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",1.363
2005,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.1391
2005,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.0367
2005,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",2.0561
2005,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",3.5986
2006,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",1.3556
2006,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.0008
2006,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.0043
2006,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.0947
2006,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",3.3074
2006,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",1.8165
2006,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.0356
2007,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.1201
2007,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.0411
2007,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.0009
2007,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",1.5514
2007,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.0436
2007,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",1.7522
2007,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",3.5093
2008,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.0355
2008,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.001
2008,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.0102
2008,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.113
2008,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",3.6345
2008,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",2.1094
2008,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",1.3656
2009,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.1088
2009,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.0091
2009,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.0012
2009,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.1681
2009,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",1.3807
2009,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",2.0306
2009,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",3.6984
2010,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.1411
2010,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.0012
2010,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.0406
2010,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.1422
2010,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",3.7458
2010,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",1.989
2010,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",1.4317
2011,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.1499
2011,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.0276
2011,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.0011
2011,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.1305
2011,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",1.2796
2011,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",1.699
2011,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",3.2876
2012,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.1978
2012,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.0011
2012,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.0215
2012,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.1376
2012,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",3.4837
2012,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",1.8145
2012,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",1.3113
2013,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.1419
2013,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.0011
2013,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.0226
2013,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.1864
2013,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",1.6251
2013,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",1.7201
2013,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",3.6972
2014,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.1842
2014,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.0241
2014,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.001
2014,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.149
2014,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",3.1962
2014,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",1.634
2014,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",1.2039
2015,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.1668
2015,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.001
2015,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.0158
2015,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.1624
2015,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",1.0329
2015,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",1.8094
2015,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",3.1882
2016,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.1771
2016,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.0128
2016,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.0011
2016,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.153
2016,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",4.0068
2016,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",1.7196
2016,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",1.9432
2017,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.1538
2017,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.0011
2017,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.0452
2017,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.1787
2017,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",1.0621
2017,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",1.7871
2017,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",3.2281
2018,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.0661
2018,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.0011
2018,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.166
2018,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",3.7133
2018,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",1.8194
2018,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",1.3797
2018,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.2811
2019,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",3.4301
2019,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.16
2019,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.001
2019,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.0723
2019,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.2741
2019,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",1.2925
2019,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",1.6302
2020,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.0675
2020,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.1217
2020,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.001
2020,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",3.4096
2020,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",1.7813
2020,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",1.2105
2020,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.2277
2021,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",3.1179
2021,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.0009
2021,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.1124
2021,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.0626
2021,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.2136
2021,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",1.1548
2021,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",1.5736
2022,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.0615
2022,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.1082
2022,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.0009
2022,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",3.0527
2022,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",1.5235
2022,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",1.1431
2022,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)",0.2155
