Year,Value
2000,0.7143
2005,0.5435
2010,0.5208
2014,1.055
2015,0.5181
2016,0.1148
2017,0.5435
2018,0.5435
2019,0.1491
2020,0.5291
2021,1.0457
2022,0.5263
2023,0.1348
