Year,Value
2000,20.84
2001,20.98
2002,21.32
2003,216.07
2004,217.42
2005,19.91
2006,19.25
2007,18.62
2008,17.54
2009,202.19
2010,200.88
2011,18.76
2012,17.0
2013,17.38
2014,17.08
2015,207.59
2016,16.41
2017,15.81
2018,15.53
2019,16.14
2020,15.94
2021,226.06
2022,15.36
2023,233.75
2024,15.7
