Year,Value
2000,25.04
2001,27.94
2002,29.71
2003,30.46
2004,11.51
2005,13.0
2006,18.19
2007,17.34
2008,19.28
2009,19.46
2010,18.77
2011,20.99
2012,19.97
2013,19.15
2014,14.66
2015,12.83
2016,25.65
2017,23.43
2018,26.79
2019,20.21
2020,22.08
2021,27.98
2022,36.81
2023,20.44
