Year,Value
2000,1.15
2001,1.61
2002,-2.52
2003,2.74
2004,2.03
2005,1.64
2006,-0.07
2007,1.38
2008,2.26
2009,1.34
2010,2.0
2011,-0.07
2012,3.47
2013,1.64
2014,4.75
2015,4.93
2016,-8.98
2017,12.57
2018,-3.08
2019,-4.3
2020,-1.6
2021,0.97
2022,-0.67
2023,1.03
2024,3.28
