Year,Value
2000,1.4
2001,1.8
2002,-2.4
2003,3.1
2004,2.2
2005,1.9
2006,0.0
2007,0.5
2008,1.3
2009,0.3
2010,1.0
2011,-1.2
2012,1.3
2013,-0.6
2014,2.9
2015,3.2
2016,3.2
2017,4.3
2018,3.3
2019,6.2
2020,3.0
2021,8.3
2022,2.0
2023,1.8
2024,4.1
