Year,Value
2000,109.6745
2001,82.6822
2002,113.7789
2003,76.893
2004,74.9141
2005,76.1481
2006,130.0563
2007,133.2391
2008,131.1309
2009,130.4459
2010,126.9606
2011,134.6914
2012,138.5537
2013,142.0289
2014,160.5336
2015,143.3541
2016,150.8961
2017,169.0925
2018,112.7276
2019,103.7311
2020,82.1711
2021,86.6978
2022,73.3102
2023,65.1585
2024,69.1287
