Year,Value
2000,3.0
2001,3.0
2002,12.0
2003,1.0
2004,14.0
2005,3.0
2006,34.0
2007,16.0
2008,20.0
2009,8.0
2010,8.0
2011,8.0
2012,34.0
2013,20.0
2014,34.0
2015,20.0
2016,8.0
2017,34.0
2018,34.0
2019,5.0
2020,18.0
2021,6.0
2022,34.0
2023,9.0
2024,7.0
