Year,Value
2000,0.342
2001,0.318
2002,0.35
2003,0.335
2004,0.355
2005,0.393
2006,0.434
2007,0.457
2008,0.449
2009,0.465
2010,0.401
2011,0.47
2012,0.527
2013,0.44
2014,0.497
2015,0.404
2016,0.507
2017,0.601
2018,0.526
2019,0.444
2020,0.448
2021,0.44
2022,0.402
2023,0.463
2024,0.449
