Year,Value
2000,37.7
2001,38.9
2002,36.8
2003,41.9
2004,36.8
2005,47.1
2006,49.9
2007,48.1
2008,49.7
2009,53.5
2010,56.5
2011,56.5
2012,56.5
2013,57.0
2014,61.0
2015,60.5
2016,64.5
2017,61.7
2018,66.0
2019,70.4
2020,64.3
2021,68.0
2022,67.9
2023,74.2
2024,82.9
