Year,Value
2001,2.2
2002,2.1
2003,2.0
2004,1.9
2005,15.8
2006,1.7
2007,1.4
2008,1.3
2009,1.3
2010,1.4
2011,1.4
2012,1.5
2013,11.2
2014,11.1
2015,1.5
2016,1.3
2017,1.2
2018,1.1
2019,1.0
2020,5.3
2021,0.9
2022,0.9
2023,0.9
