Year,Value
2000,62.7
2001,56.5
2002,56.2
2003,55.9
2004,56.2
2005,55.0
2006,61.7
2007,53.7
2008,60.6
2009,51.8
2010,50.7
2011,49.7
2012,48.7
2013,47.8
2014,46.9
2015,47.0
2016,46.3
2017,44.7
2018,53.5
2019,52.8
2020,43.0
2021,42.7
2022,43.1
2023,43.1
