Year,Value
2000,13.8027
2003,17.2385
2004,7.2715
2005,7.3131
2006,9.8932
2007,11.2248
2008,12.0236
2009,12.4356
2010,14.2157
2011,15.5296
2012,16.4942
2013,16.4715
2014,18.5063
2015,18.1543
2019,16.9596
2020,17.0421
2021,19.3054
2022,20.7095
2023,22.7292
2024,25.3929
