Year,Value
2000,14.7418
2001,12.5973
2002,12.7147
2003,11.5059
2004,13.4645
2005,6.3626
2006,6.1848
2007,3.5025
2008,3.2588
2009,4.2124
2010,4.3678
2011,6.1679
2012,5.5674
2013,5.7072
2014,5.3419
2015,6.3682
2016,6.8686
2017,9.6071
2018,11.0656
2019,13.0503
2020,14.6509
2021,19.819
2022,13.879
2023,19.3911
