Year,Value
2000,1.1
2001,0.63
2002,0.88
2003,0.45
2004,0.36
2005,0.22
2006,0.28
2007,0.16
2008,0.044
2009,0.13
2010,0.26
2011,0.1
2012,0.031
2013,0.084
2014,0.17
2015,0.095
2016,0.11
2017,0.11
2018,0.19
2019,0.089
2020,0.047
2021,0.12
2022,0.35
2023,0.048
2024,0.046
