Year,Value
2002,0.0115
2003,2383.0
2004,0.0698
2005,0.1605
2006,28926.0
2007,0.324
2008,47358.0
2009,0.4759
2010,78647.0
2011,0.7154
2012,95561.0
2013,106733.0
2014,0.0099
2015,2498.0
2016,0.0257
2017,0.332
2018,0.2983
2019,152047.0
2020,1.0564
2021,1.2097
2022,1.4037
2023,356839.0
