Year,Value
2002,0.4337
2003,8.8667
2004,27.8941
2005,119.6785
2006,7.9075
2007,12.1281
2008,34.5621
2009,55.7983
2010,83.6527
2011,54.9222
2012,73.8822
2013,92.6448
2014,58.5369
2015,207.2503
2016,186.1801
2017,96.9675
2018,100.5137
2019,24.4739
2020,30.9497
2021,193.0296
2022,33.8949
2023,104.5529
2024,75.483
