Year,Value
2000,0.5618
2005,0.1058
2010,0.1056
2014,1.2658
2015,0.625
2016,6.6667
2017,0.5435
2018,0.1148
2019,0.5181
2020,1.2346
2021,0.0932
2022,1.0492
2023,0.6098
