Year,Value
2000,2.6
2001,2.5
2002,18.7
2003,21.2
2004,17.3
2005,1.9
2006,18.9
2007,1.9
2008,17.6
2009,17.0
2010,1.5
2011,1.4
2012,1.5
2013,13.5
2014,29.6
2015,208.5
2016,30.0
2017,214.2
2018,1.4
2019,18.2
2020,35.0
2021,1.7
2022,1.7
2023,46.3
2024,29.1
