Year,Value
2004,2.0161
2005,2.5566
2006,2.9728
2007,3.1525
2008,3.8248
2009,4.0126
2010,4.2725
2011,4.5839
2012,4.822
2013,4.7456
2014,5.4604
2015,5.1449
2016,5.1836
2017,5.8117
2018,5.6571
2019,5.2563
2020,6.7316
2021,5.6568
2022,7.2001
2023,7.0869
