Year,Value
2000,0.357
2001,0.363
2002,0.391
2003,0.385
2004,0.289
2005,0.288
2006,0.318
2007,0.304
2008,0.312
2009,0.298
2010,0.308
2011,0.364
2012,0.369
2013,0.379
2014,0.298
2015,0.321
2016,0.32
2017,0.372
2018,0.426
2019,0.538
2020,0.504
2021,0.452
2022,0.643
2023,0.632
2024,0.754
