Year,Value
2000,37.6
2001,36.5
2002,14266.0
2003,34.1
2004,32.8
2005,31.6
2006,30.5
2007,29.5
2008,28.6
2009,12742.0
2010,27.0
2011,12784.0
2012,26.0
2013,25.9
2014,26.1
2015,26.4
2016,26.8
2017,13673.0
2018,26.7
2019,13007.0
2020,25.3
2021,24.2
2022,12068.0
2023,11862.0
