Year,Value
2000,1748800.049
2001,1789000.0
2002,1817000.0
2003,1848300.049
2004,1928000.0
2005,465000.0
2006,2040800.049
2007,670000.0
2008,73.4444
2009,95.5307
2010,1541000.0
2011,156.9601
2012,95.1493
2013,1505000.0
2014,1801000.0
2015,315540.4968
2016,1.4338
2017,4410000.0
