Year,Value
2000,0.271
2001,0.271
2002,0.2579
2003,0.2564
2004,0.268
2005,0.2789
2006,0.3454
2007,0.4168
2008,0.4682
2009,0.4416
2010,0.4212
2011,0.4055
2012,0.3911
2013,0.3621
2014,0.3506
2015,0.3766
2016,0.4025
2017,0.4221
2018,0.4274
2019,0.4135
2020,0.4321
2021,0.3987
2022,0.3987
