Year,Value
2000,331.9504
2001,325.0466
2002,26.0384
2003,14.0115
2004,0.0163
2005,0.7236
2006,460.1549
2007,465.4674
2008,5084.708
2009,5652.939
2010,-12.2224
2011,0.0152
2012,30.2945
2013,13.8051
2014,62.7311
2015,480.7842
2016,483.3978
2017,0.2554
2018,1270.3123
2019,0.9992
2020,5.7023
2021,28.7502
2022,34.1248
2023,137255.0
2024,8496.8613
