Year,Value
2000,237.742
2001,170.2487
2002,202.7737
2003,159.2615
2004,132.8601
2005,165.5487
2006,124.6458
2007,182.4898
2008,246.6989
2009,161.2995
2010,168.9376
2011,178.187
2012,136.8081
2013,173.8301
2014,161.729
2015,205.1886
2016,125.3142
2017,203.1489
2018,178.6513
2019,493.8019
2020,318.2211
2021,260.944
2022,988.9133
2023,590.4172
2024,507.8448
