Year,Series,Value
2017,Beach litter originating from national land-based sources that ends in the beach (%),69.6293
2018,Beach litter originating from national land-based sources that ends in the beach (%),74.106
2019,Beach litter originating from national land-based sources that ends in the beach (%),76.067
2020,Beach litter originating from national land-based sources that ends in the beach (%),75.8602
2021,Beach litter originating from national land-based sources that ends in the beach (%),81.8834
2017,Beach litter originating from national land-based sources that ends in the beach (Tonnes),99.0
2017,Beach litter originating from national land-based sources that ends in the beach (Tonnes),1530.0
2017,Beach litter originating from national land-based sources that ends in the beach (Tonnes),50.0
2017,Beach litter originating from national land-based sources that ends in the beach (Tonnes),16.0
2017,Beach litter originating from national land-based sources that ends in the beach (Tonnes),2.0
2017,Beach litter originating from national land-based sources that ends in the beach (Tonnes),1.0
2017,Beach litter originating from national land-based sources that ends in the beach (Tonnes),72.0
2017,Beach litter originating from national land-based sources that ends in the beach (Tonnes),326.0
2017,Beach litter originating from national land-based sources that ends in the beach (Tonnes),44.0
2017,Beach litter originating from national land-based sources that ends in the beach (Tonnes),34.0
2017,Beach litter originating from national land-based sources that ends in the beach (Tonnes),329.0
2017,Beach litter originating from national land-based sources that ends in the beach (Tonnes),5.0
2017,Beach litter originating from national land-based sources that ends in the beach (Tonnes),205.0
2017,Beach litter originating from national land-based sources that ends in the beach (Tonnes),6.0
2017,Beach litter originating from national land-based sources that ends in the beach (Tonnes),24.0
2017,Beach litter originating from national land-based sources that ends in the beach (Tonnes),52.0
2017,Beach litter originating from national land-based sources that ends in the beach (Tonnes),2837.0
2017,Beach litter originating from national land-based sources that ends in the beach (Tonnes),859.0
2017,Beach litter originating from national land-based sources that ends in the beach (Tonnes),516.0
2017,Beach litter originating from national land-based sources that ends in the beach (Tonnes),202.0
2017,Beach litter originating from national land-based sources that ends in the beach (Tonnes),22.0
2017,Beach litter originating from national land-based sources that ends in the beach (Tonnes),0.0
2017,Beach litter originating from national land-based sources that ends in the beach (Tonnes),88.0
2017,Beach litter originating from national land-based sources that ends in the beach (Tonnes),1101.0
2017,Beach litter originating from national land-based sources that ends in the beach (Tonnes),16530.0
2017,Beach litter originating from national land-based sources that ends in the beach (Tonnes),200.0
2017,Beach litter originating from national land-based sources that ends in the beach (Tonnes),152.0
2017,Beach litter originating from national land-based sources that ends in the beach (Tonnes),1166.0
2017,Beach litter originating from national land-based sources that ends in the beach (Tonnes),3536.0
2017,Beach litter originating from national land-based sources that ends in the beach (Tonnes),900.0
2017,Beach litter originating from national land-based sources that ends in the beach (Tonnes),117.0
2017,Beach litter originating from national land-based sources that ends in the beach (Tonnes),140.0
2017,Beach litter originating from national land-based sources that ends in the beach (Tonnes),186.0
2017,Beach litter originating from national land-based sources that ends in the beach (Tonnes),12.0
2017,Beach litter originating from national land-based sources that ends in the beach (Tonnes),69.0
2017,Beach litter originating from national land-based sources that ends in the beach (Tonnes),80.0
2017,Beach litter originating from national land-based sources that ends in the beach (Tonnes),24.0
2017,Beach litter originating from national land-based sources that ends in the beach (Tonnes),201.0
2017,Beach litter originating from national land-based sources that ends in the beach (Tonnes),12.0
2017,Beach litter originating from national land-based sources that ends in the beach (Tonnes),4.0
