Year,Series,Value
2000,Mountain Green Cover Index,17.15
2000,Mountain Green Cover Index,0.03
2000,Mountain Green Cover Index,0.03
2000,Mountain Green Cover Index,0.0
2000,Mountain Green Cover Index,0.0
2000,Mountain Green Cover Index,0.0
2000,Mountain Green Cover Index,0.0
2000,Mountain Green Cover Index,0.0
2000,Mountain Green Cover Index,0.0
2000,Mountain Green Cover Index,0.0
2005,Mountain Green Cover Index,0.0
2005,Mountain Green Cover Index,0.0
2005,Mountain Green Cover Index,0.0
2005,Mountain Green Cover Index,0.05
2005,Mountain Green Cover Index,79.77
2005,Mountain Green Cover Index,17.02
2005,Mountain Green Cover Index,99.93
2005,Mountain Green Cover Index,99.93
2005,Mountain Green Cover Index,0.02
2005,Mountain Green Cover Index,0.1
2005,Mountain Green Cover Index,79.77
2005,Mountain Green Cover Index,0.0
2005,Mountain Green Cover Index,0.0
2005,Mountain Green Cover Index,0.0
2005,Mountain Green Cover Index,0.0
2005,Mountain Green Cover Index,0.0
2005,Mountain Green Cover Index,0.05
2005,Mountain Green Cover Index,17.02
2005,Mountain Green Cover Index,3.03
2005,Mountain Green Cover Index,0.02
2005,Mountain Green Cover Index,0.1
2005,Mountain Green Cover Index,3.03
2010,Mountain Green Cover Index,99.92
2010,Mountain Green Cover Index,0.02
2010,Mountain Green Cover Index,0.02
2010,Mountain Green Cover Index,0.05
2010,Mountain Green Cover Index,17.02
2010,Mountain Green Cover Index,0.0
2010,Mountain Green Cover Index,0.0
2010,Mountain Green Cover Index,0.0
2010,Mountain Green Cover Index,0.0
2010,Mountain Green Cover Index,0.0
2010,Mountain Green Cover Index,0.0
2010,Mountain Green Cover Index,0.0
2010,Mountain Green Cover Index,79.72
2010,Mountain Green Cover Index,0.14
2010,Mountain Green Cover Index,0.05
2010,Mountain Green Cover Index,17.02
2010,Mountain Green Cover Index,3.04
2010,Mountain Green Cover Index,0.14
2010,Mountain Green Cover Index,99.92
2010,Mountain Green Cover Index,3.04
2010,Mountain Green Cover Index,79.72
2010,Mountain Green Cover Index,0.0
2015,Mountain Green Cover Index,0.0
2015,Mountain Green Cover Index,0.0
2015,Mountain Green Cover Index,0.0
2015,Mountain Green Cover Index,0.0
2015,Mountain Green Cover Index,0.0
2015,Mountain Green Cover Index,0.0
2015,Mountain Green Cover Index,0.09
2015,Mountain Green Cover Index,17.07
2015,Mountain Green Cover Index,0.09
2015,Mountain Green Cover Index,17.07
2015,Mountain Green Cover Index,0.0
2015,Mountain Green Cover Index,0.0
2015,Mountain Green Cover Index,3.04
2015,Mountain Green Cover Index,0.02
2015,Mountain Green Cover Index,0.21
2015,Mountain Green Cover Index,79.57
2015,Mountain Green Cover Index,99.88
2015,Mountain Green Cover Index,99.88
2015,Mountain Green Cover Index,0.21
2015,Mountain Green Cover Index,79.57
2015,Mountain Green Cover Index,3.04
2015,Mountain Green Cover Index,0.02
2018,Mountain Green Cover Index,79.09
2018,Mountain Green Cover Index,3.07
2018,Mountain Green Cover Index,0.16
2018,Mountain Green Cover Index,17.34
2018,Mountain Green Cover Index,0.03
2018,Mountain Green Cover Index,99.82
2018,Mountain Green Cover Index,0.0
2018,Mountain Green Cover Index,0.0
2018,Mountain Green Cover Index,0.0
2018,Mountain Green Cover Index,0.0
2018,Mountain Green Cover Index,79.09
2018,Mountain Green Cover Index,17.34
2018,Mountain Green Cover Index,0.16
2018,Mountain Green Cover Index,99.82
2018,Mountain Green Cover Index,3.07
2018,Mountain Green Cover Index,0.31
2018,Mountain Green Cover Index,0.03
2018,Mountain Green Cover Index,0.0
2018,Mountain Green Cover Index,0.31
2018,Mountain Green Cover Index,0.0
2018,Mountain Green Cover Index,0.0
2018,Mountain Green Cover Index,0.0
2021,Mountain Green Cover Index,0.0
2021,Mountain Green Cover Index,0.0
2021,Mountain Green Cover Index,0.0
2021,Mountain Green Cover Index,0.0
2021,Mountain Green Cover Index,0.2
2021,Mountain Green Cover Index,78.77
2021,Mountain Green Cover Index,3.09
2021,Mountain Green Cover Index,0.03
2021,Mountain Green Cover Index,17.53
2021,Mountain Green Cover Index,0.2
2021,Mountain Green Cover Index,0.0
2021,Mountain Green Cover Index,0.0
2021,Mountain Green Cover Index,0.0
2021,Mountain Green Cover Index,0.0
2021,Mountain Green Cover Index,0.03
2021,Mountain Green Cover Index,99.77
2021,Mountain Green Cover Index,0.38
2021,Mountain Green Cover Index,17.53
2021,Mountain Green Cover Index,0.38
2021,Mountain Green Cover Index,3.09
2021,Mountain Green Cover Index,78.77
2021,Mountain Green Cover Index,99.77
2000,Mountain area (square kilometres),287.0
2000,Mountain area (square kilometres),287.0
2005,Mountain area (square kilometres),287.0
2005,Mountain area (square kilometres),287.0
2010,Mountain area (square kilometres),287.0
2010,Mountain area (square kilometres),287.0
2015,Mountain area (square kilometres),287.0
2015,Mountain area (square kilometres),287.0
2018,Mountain area (square kilometres),287.0
2018,Mountain area (square kilometres),287.0
2021,Mountain area (square kilometres),287.0
2021,Mountain area (square kilometres),287.0
