Year,Series,Value
2015,Area of degraded mountain land (square kilometres),1.5
2015,Area of degraded mountain land (square kilometres),1.5
2018,Area of degraded mountain land (square kilometres),4.1
2018,Area of degraded mountain land (square kilometres),4.1
2021,Area of degraded mountain land (square kilometres),4.1
2021,Area of degraded mountain land (square kilometres),4.1
2015,Proportion of degraded mountain land (%),0.5
2015,Proportion of degraded mountain land (%),0.5
2018,Proportion of degraded mountain land (%),1.4
2018,Proportion of degraded mountain land (%),1.4
2021,Proportion of degraded mountain land (%),1.4
2021,Proportion of degraded mountain land (%),1.4
2000,Mountain green cover area (square kilometres),0.0
2000,Mountain green cover area (square kilometres),49.2
2000,Mountain green cover area (square kilometres),0.1
2000,Mountain green cover area (square kilometres),286.5
2000,Mountain green cover area (square kilometres),228.4
2000,Mountain green cover area (square kilometres),8.7
2000,Mountain green cover area (square kilometres),49.2
2000,Mountain green cover area (square kilometres),0.1
2000,Mountain green cover area (square kilometres),0.3
2000,Mountain green cover area (square kilometres),286.5
2000,Mountain green cover area (square kilometres),0.0
2000,Mountain green cover area (square kilometres),0.0
2000,Mountain green cover area (square kilometres),0.0
2000,Mountain green cover area (square kilometres),0.0
2000,Mountain green cover area (square kilometres),228.4
2000,Mountain green cover area (square kilometres),8.7
2000,Mountain green cover area (square kilometres),0.0
2000,Mountain green cover area (square kilometres),0.0
2000,Mountain green cover area (square kilometres),0.1
2000,Mountain green cover area (square kilometres),0.1
2000,Mountain green cover area (square kilometres),0.3
2000,Mountain green cover area (square kilometres),0.0
2005,Mountain green cover area (square kilometres),0.0
2005,Mountain green cover area (square kilometres),0.0
2005,Mountain green cover area (square kilometres),0.1
2005,Mountain green cover area (square kilometres),48.8
2005,Mountain green cover area (square kilometres),286.5
2005,Mountain green cover area (square kilometres),0.0
2005,Mountain green cover area (square kilometres),0.3
2005,Mountain green cover area (square kilometres),8.7
2005,Mountain green cover area (square kilometres),0.1
2005,Mountain green cover area (square kilometres),48.8
2005,Mountain green cover area (square kilometres),0.1
2005,Mountain green cover area (square kilometres),286.5
2005,Mountain green cover area (square kilometres),0.0
2005,Mountain green cover area (square kilometres),0.0
2005,Mountain green cover area (square kilometres),8.7
2005,Mountain green cover area (square kilometres),228.7
2005,Mountain green cover area (square kilometres),228.7
2005,Mountain green cover area (square kilometres),0.1
2005,Mountain green cover area (square kilometres),0.3
2005,Mountain green cover area (square kilometres),0.0
2005,Mountain green cover area (square kilometres),0.0
2005,Mountain green cover area (square kilometres),0.0
2010,Mountain green cover area (square kilometres),0.0
2010,Mountain green cover area (square kilometres),0.0
2010,Mountain green cover area (square kilometres),0.0
2010,Mountain green cover area (square kilometres),0.4
2010,Mountain green cover area (square kilometres),286.5
2010,Mountain green cover area (square kilometres),0.1
2010,Mountain green cover area (square kilometres),8.7
2010,Mountain green cover area (square kilometres),286.5
2010,Mountain green cover area (square kilometres),0.1
2010,Mountain green cover area (square kilometres),0.4
2010,Mountain green cover area (square kilometres),228.6
2010,Mountain green cover area (square kilometres),0.0
2010,Mountain green cover area (square kilometres),0.0
2010,Mountain green cover area (square kilometres),228.6
2010,Mountain green cover area (square kilometres),0.0
2010,Mountain green cover area (square kilometres),0.0
2010,Mountain green cover area (square kilometres),8.7
2010,Mountain green cover area (square kilometres),48.8
2010,Mountain green cover area (square kilometres),48.8
2010,Mountain green cover area (square kilometres),0.1
2010,Mountain green cover area (square kilometres),0.1
2010,Mountain green cover area (square kilometres),0.0
2015,Mountain green cover area (square kilometres),0.0
2015,Mountain green cover area (square kilometres),0.0
2015,Mountain green cover area (square kilometres),0.0
2015,Mountain green cover area (square kilometres),0.3
2015,Mountain green cover area (square kilometres),8.7
2015,Mountain green cover area (square kilometres),0.0
2015,Mountain green cover area (square kilometres),0.0
2015,Mountain green cover area (square kilometres),0.6
2015,Mountain green cover area (square kilometres),228.1
2015,Mountain green cover area (square kilometres),286.4
2015,Mountain green cover area (square kilometres),48.9
2015,Mountain green cover area (square kilometres),8.7
2015,Mountain green cover area (square kilometres),0.0
2015,Mountain green cover area (square kilometres),0.0
2015,Mountain green cover area (square kilometres),0.0
2015,Mountain green cover area (square kilometres),48.9
2015,Mountain green cover area (square kilometres),0.1
2015,Mountain green cover area (square kilometres),286.4
2015,Mountain green cover area (square kilometres),0.1
2015,Mountain green cover area (square kilometres),0.6
2015,Mountain green cover area (square kilometres),0.3
2015,Mountain green cover area (square kilometres),228.1
2018,Mountain green cover area (square kilometres),0.0
2018,Mountain green cover area (square kilometres),226.8
2018,Mountain green cover area (square kilometres),8.8
2018,Mountain green cover area (square kilometres),0.1
2018,Mountain green cover area (square kilometres),286.2
2018,Mountain green cover area (square kilometres),49.7
2018,Mountain green cover area (square kilometres),0.0
2018,Mountain green cover area (square kilometres),0.0
2018,Mountain green cover area (square kilometres),0.0
2018,Mountain green cover area (square kilometres),0.0
2018,Mountain green cover area (square kilometres),49.7
2018,Mountain green cover area (square kilometres),0.0
2018,Mountain green cover area (square kilometres),8.8
2018,Mountain green cover area (square kilometres),286.2
2018,Mountain green cover area (square kilometres),0.5
2018,Mountain green cover area (square kilometres),0.1
2018,Mountain green cover area (square kilometres),0.9
2018,Mountain green cover area (square kilometres),0.0
2018,Mountain green cover area (square kilometres),0.0
2018,Mountain green cover area (square kilometres),0.5
2018,Mountain green cover area (square kilometres),0.9
2018,Mountain green cover area (square kilometres),226.8
2021,Mountain green cover area (square kilometres),0.1
2021,Mountain green cover area (square kilometres),8.9
2021,Mountain green cover area (square kilometres),0.0
2021,Mountain green cover area (square kilometres),8.9
2021,Mountain green cover area (square kilometres),0.0
2021,Mountain green cover area (square kilometres),1.1
2021,Mountain green cover area (square kilometres),286.1
2021,Mountain green cover area (square kilometres),0.0
2021,Mountain green cover area (square kilometres),0.0
2021,Mountain green cover area (square kilometres),1.1
2021,Mountain green cover area (square kilometres),225.9
2021,Mountain green cover area (square kilometres),50.3
2021,Mountain green cover area (square kilometres),0.6
2021,Mountain green cover area (square kilometres),0.0
2021,Mountain green cover area (square kilometres),0.6
2021,Mountain green cover area (square kilometres),0.1
2021,Mountain green cover area (square kilometres),225.9
2021,Mountain green cover area (square kilometres),50.3
2021,Mountain green cover area (square kilometres),0.0
2021,Mountain green cover area (square kilometres),286.1
2021,Mountain green cover area (square kilometres),0.0
2021,Mountain green cover area (square kilometres),0.0
2000,Mountain Green Cover Index,0.11
2000,Mountain Green Cover Index,79.66
2000,Mountain Green Cover Index,3.02
2000,Mountain Green Cover Index,99.94
2000,Mountain Green Cover Index,17.15
2000,Mountain Green Cover Index,0.04
2000,Mountain Green Cover Index,3.02
2000,Mountain Green Cover Index,79.66
2000,Mountain Green Cover Index,0.0
2000,Mountain Green Cover Index,99.94
2000,Mountain Green Cover Index,0.11
2000,Mountain Green Cover Index,0.04
