Year,Value
2004,39.7
2005,41.9
2006,40.8
2007,41.5
2008,40.3
2009,41.1
2010,38.8
2011,40.3
2012,40.5
2013,40.3
2014,39.9
2015,38.6
2016,38.0
2017,39.9
2018,41.0
2019,41.3
2020,41.9
2021,43.6
2022,41.3
2023,41.3
2024,39.8
