Year,Value
2000,173.0
2001,177.0
2002,180.0
2003,182.0
2004,184.0
2005,185.0
2006,185.0
2007,185.0
2008,184.0
2009,182.0
2010,181.0
2011,179.0
2012,177.0
2013,174.0
2014,170.0
2015,165.0
2016,159.0
2017,152.0
2018,147.0
2019,143.0
2020,139.0
2021,136.0
2022,134.0
2023,133.0
2024,132.0
