Year,Value
2000,0.1363
2001,1512173.498
2002,8330.544
2003,0.0007
2004,1.6368
2005,7885.992
2006,3.9701
2007,584128.262
2008,20101913.8793
2009,2.4895
2010,0.0013
2011,20277303.3635
2012,2.2467
2013,62403290.7256
2014,0.0011
2015,1.9413
2016,0.0137
2017,70325025.7683
2018,31924231.4499
2019,41156094.6534
2020,32302766.0984
2021,0.1368
2022,1.8681
2023,0.1255
2024,2.5801
