Year,Value
2000,14.0
2001,14.0
2002,14.0
2003,14.0
2004,16.0
2005,16.0
2006,36.0
2007,36.0
2008,36.0
2009,36.0
2010,36.0
2011,36.0
2012,36.0
2013,36.0
2014,36.0
2015,17.0
2016,36.0
2017,17.0
2018,36.0
2019,17.0
2020,36.0
2021,0.0
2022,36.0
2023,36.0
2024,1890.0
