Year,Value
2000,24.4164
2001,25.2123
2002,25.2123
2003,25.2123
2004,30.7669
2005,30.7669
2006,30.7669
2007,30.7669
2008,30.7669
2009,30.7669
2010,30.7669
2011,30.7669
2012,30.7669
2013,30.7669
2014,32.895
2015,32.895
2016,32.895
2017,36.2886
2018,36.2886
2019,36.2886
2020,36.6632
2021,36.6632
2022,36.6632
2023,36.6632
2024,36.6632
