Year,Value
2004,32.3
2005,34.9
2006,34.6
2007,35.9
2008,35.5
2009,37.0
2010,35.6
2011,37.6
2012,38.6
2013,39.4
2014,39.9
2015,39.1
2016,41.7
2017,43.9
2018,43.8
2019,42.8
2020,44.5
2021,47.0
2022,48.3
2023,48.2
2024,47.2
