Year,Series,Value
2005,Direct economic loss to cultural heritage damaged or destroyed attributed to disasters (millions of current United States dollars),0.0
2006,Direct economic loss to cultural heritage damaged or destroyed attributed to disasters (millions of current United States dollars),0.0
2007,Direct economic loss to cultural heritage damaged or destroyed attributed to disasters (millions of current United States dollars),0.0
2008,Direct economic loss to cultural heritage damaged or destroyed attributed to disasters (millions of current United States dollars),0.0
2009,Direct economic loss to cultural heritage damaged or destroyed attributed to disasters (millions of current United States dollars),0.0
2010,Direct economic loss to cultural heritage damaged or destroyed attributed to disasters (millions of current United States dollars),0.0
2011,Direct economic loss to cultural heritage damaged or destroyed attributed to disasters (millions of current United States dollars),0.0
2012,Direct economic loss to cultural heritage damaged or destroyed attributed to disasters (millions of current United States dollars),0.0
2013,Direct economic loss to cultural heritage damaged or destroyed attributed to disasters (millions of current United States dollars),0.0
2014,Direct economic loss to cultural heritage damaged or destroyed attributed to disasters (millions of current United States dollars),0.0
2015,Direct economic loss to cultural heritage damaged or destroyed attributed to disasters (millions of current United States dollars),0.0
2005,Direct economic loss resulting from damaged or destroyed critical infrastructure attributed to disasters (current United States dollars),58476.0
2006,Direct economic loss resulting from damaged or destroyed critical infrastructure attributed to disasters (current United States dollars),0.0
2007,Direct economic loss resulting from damaged or destroyed critical infrastructure attributed to disasters (current United States dollars),0.0
2008,Direct economic loss resulting from damaged or destroyed critical infrastructure attributed to disasters (current United States dollars),95040.0
2009,Direct economic loss resulting from damaged or destroyed critical infrastructure attributed to disasters (current United States dollars),47322.0
2010,Direct economic loss resulting from damaged or destroyed critical infrastructure attributed to disasters (current United States dollars),153648.0
2011,Direct economic loss resulting from damaged or destroyed critical infrastructure attributed to disasters (current United States dollars),154242.0
2012,Direct economic loss resulting from damaged or destroyed critical infrastructure attributed to disasters (current United States dollars),189552.0
2013,Direct economic loss resulting from damaged or destroyed critical infrastructure attributed to disasters (current United States dollars),640662.0
2014,Direct economic loss resulting from damaged or destroyed critical infrastructure attributed to disasters (current United States dollars),582054.0
2015,Direct economic loss resulting from damaged or destroyed critical infrastructure attributed to disasters (current United States dollars),0.0
2005,Direct economic loss to other damaged or destroyed productive assets attributed to disasters (current United States dollars),0.0
2006,Direct economic loss to other damaged or destroyed productive assets attributed to disasters (current United States dollars),0.0
2007,Direct economic loss to other damaged or destroyed productive assets attributed to disasters (current United States dollars),0.0
2008,Direct economic loss to other damaged or destroyed productive assets attributed to disasters (current United States dollars),0.0
2009,Direct economic loss to other damaged or destroyed productive assets attributed to disasters (current United States dollars),0.0
2010,Direct economic loss to other damaged or destroyed productive assets attributed to disasters (current United States dollars),0.0
2011,Direct economic loss to other damaged or destroyed productive assets attributed to disasters (current United States dollars),0.0
2012,Direct economic loss to other damaged or destroyed productive assets attributed to disasters (current United States dollars),0.0
2013,Direct economic loss to other damaged or destroyed productive assets attributed to disasters (current United States dollars),0.0
2014,Direct economic loss to other damaged or destroyed productive assets attributed to disasters (current United States dollars),0.0
2015,Direct economic loss to other damaged or destroyed productive assets attributed to disasters (current United States dollars),0.0
2005,Direct economic loss attributed to disasters (current United States dollars),19.5765
2006,Direct economic loss attributed to disasters (current United States dollars),0.516
2007,Direct economic loss attributed to disasters (current United States dollars),1.1713
2008,Direct economic loss attributed to disasters (current United States dollars),152.2191
2009,Direct economic loss attributed to disasters (current United States dollars),169.4777
2010,Direct economic loss attributed to disasters (current United States dollars),6.0523
2011,Direct economic loss attributed to disasters (current United States dollars),3.3315
2012,Direct economic loss attributed to disasters (current United States dollars),4.0656
2013,Direct economic loss attributed to disasters (current United States dollars),65.5763
2014,Direct economic loss attributed to disasters (current United States dollars),13.9531
2015,Direct economic loss attributed to disasters (current United States dollars),0.0
2005,Direct economic loss in the housing sector attributed to disasters (current United States dollars),19518000.0
2006,Direct economic loss in the housing sector attributed to disasters (current United States dollars),516000.0
2007,Direct economic loss in the housing sector attributed to disasters (current United States dollars),1171275.0
2008,Direct economic loss in the housing sector attributed to disasters (current United States dollars),152124075.0
2009,Direct economic loss in the housing sector attributed to disasters (current United States dollars),169430363.0
2010,Direct economic loss in the housing sector attributed to disasters (current United States dollars),5898638.0
2011,Direct economic loss in the housing sector attributed to disasters (current United States dollars),3177225.0
2012,Direct economic loss in the housing sector attributed to disasters (current United States dollars),3876075.0
2013,Direct economic loss in the housing sector attributed to disasters (current United States dollars),64935675.0
2014,Direct economic loss in the housing sector attributed to disasters (current United States dollars),13371075.0
2015,Direct economic loss in the housing sector attributed to disasters (current United States dollars),0.0
2005,Direct economic loss attributed to disasters relative to GDP (%),0.0018
2006,Direct economic loss attributed to disasters relative to GDP (%),0.0
2007,Direct economic loss attributed to disasters relative to GDP (%),0.0001
2008,Direct economic loss attributed to disasters relative to GDP (%),0.009
2009,Direct economic loss attributed to disasters relative to GDP (%),0.0105
2010,Direct economic loss attributed to disasters relative to GDP (%),0.0004
2011,Direct economic loss attributed to disasters relative to GDP (%),0.0002
2012,Direct economic loss attributed to disasters relative to GDP (%),0.0002
2013,Direct economic loss attributed to disasters relative to GDP (%),0.0035
2014,Direct economic loss attributed to disasters relative to GDP (%),0.0007
2015,Direct economic loss attributed to disasters relative to GDP (%),0.0
