Year,Series,Value
2010,"Worldwide weighted tariff-average, preferential status, by type of product (%)",0.0
2010,"Worldwide weighted tariff-average, preferential status, by type of product (%)",18.9371
2010,"Worldwide weighted tariff-average, preferential status, by type of product (%)",11.0151
2010,"Worldwide weighted tariff-average, preferential status, by type of product (%)",8.925
2010,"Worldwide weighted tariff-average, preferential status, by type of product (%)",19.928
2015,"Worldwide weighted tariff-average, preferential status, by type of product (%)",13.2544
2015,"Worldwide weighted tariff-average, preferential status, by type of product (%)",9.519
2015,"Worldwide weighted tariff-average, preferential status, by type of product (%)",19.8608
2015,"Worldwide weighted tariff-average, preferential status, by type of product (%)",19.987
2015,"Worldwide weighted tariff-average, preferential status, by type of product (%)",9.1105
2015,"Worldwide weighted tariff-average, preferential status, by type of product (%)",14.8709
2015,"Worldwide weighted tariff-average, preferential status, by type of product (%)",0.0
2016,"Worldwide weighted tariff-average, preferential status, by type of product (%)",9.0185
2016,"Worldwide weighted tariff-average, preferential status, by type of product (%)",19.932
2016,"Worldwide weighted tariff-average, preferential status, by type of product (%)",9.2077
2016,"Worldwide weighted tariff-average, preferential status, by type of product (%)",19.6698
2016,"Worldwide weighted tariff-average, preferential status, by type of product (%)",12.5359
2016,"Worldwide weighted tariff-average, preferential status, by type of product (%)",0.0
2016,"Worldwide weighted tariff-average, preferential status, by type of product (%)",13.4209
2017,"Worldwide weighted tariff-average, preferential status, by type of product (%)",11.7891
2017,"Worldwide weighted tariff-average, preferential status, by type of product (%)",11.507
2017,"Worldwide weighted tariff-average, preferential status, by type of product (%)",9.0587
2017,"Worldwide weighted tariff-average, preferential status, by type of product (%)",19.9771
2017,"Worldwide weighted tariff-average, preferential status, by type of product (%)",8.9342
2017,"Worldwide weighted tariff-average, preferential status, by type of product (%)",14.0311
2017,"Worldwide weighted tariff-average, preferential status, by type of product (%)",0.0
2018,"Worldwide weighted tariff-average, preferential status, by type of product (%)",11.507
2018,"Worldwide weighted tariff-average, preferential status, by type of product (%)",11.7891
2018,"Worldwide weighted tariff-average, preferential status, by type of product (%)",9.05
2018,"Worldwide weighted tariff-average, preferential status, by type of product (%)",0.0
2018,"Worldwide weighted tariff-average, preferential status, by type of product (%)",14.0311
2018,"Worldwide weighted tariff-average, preferential status, by type of product (%)",8.9208
2018,"Worldwide weighted tariff-average, preferential status, by type of product (%)",19.9771
2019,"Worldwide weighted tariff-average, preferential status, by type of product (%)",9.6897
2019,"Worldwide weighted tariff-average, preferential status, by type of product (%)",12.8711
2019,"Worldwide weighted tariff-average, preferential status, by type of product (%)",19.9107
2019,"Worldwide weighted tariff-average, preferential status, by type of product (%)",19.9868
2019,"Worldwide weighted tariff-average, preferential status, by type of product (%)",14.5144
2019,"Worldwide weighted tariff-average, preferential status, by type of product (%)",9.3151
2019,"Worldwide weighted tariff-average, preferential status, by type of product (%)",0.0
2020,"Worldwide weighted tariff-average, preferential status, by type of product (%)",9.5518
2020,"Worldwide weighted tariff-average, preferential status, by type of product (%)",0.0
2020,"Worldwide weighted tariff-average, preferential status, by type of product (%)",9.0359
2020,"Worldwide weighted tariff-average, preferential status, by type of product (%)",19.9911
2020,"Worldwide weighted tariff-average, preferential status, by type of product (%)",14.4785
2020,"Worldwide weighted tariff-average, preferential status, by type of product (%)",19.7811
2020,"Worldwide weighted tariff-average, preferential status, by type of product (%)",12.3995
2021,"Worldwide weighted tariff-average, preferential status, by type of product (%)",9.4147
2021,"Worldwide weighted tariff-average, preferential status, by type of product (%)",11.9224
2021,"Worldwide weighted tariff-average, preferential status, by type of product (%)",18.7426
2021,"Worldwide weighted tariff-average, preferential status, by type of product (%)",19.7724
2021,"Worldwide weighted tariff-average, preferential status, by type of product (%)",9.1626
2021,"Worldwide weighted tariff-average, preferential status, by type of product (%)",14.6954
2021,"Worldwide weighted tariff-average, preferential status, by type of product (%)",0.0
2022,"Worldwide weighted tariff-average, preferential status, by type of product (%)",0.0
2022,"Worldwide weighted tariff-average, preferential status, by type of product (%)",8.4491
2022,"Worldwide weighted tariff-average, preferential status, by type of product (%)",19.9896
2022,"Worldwide weighted tariff-average, preferential status, by type of product (%)",13.8171
2022,"Worldwide weighted tariff-average, preferential status, by type of product (%)",19.7271
2022,"Worldwide weighted tariff-average, preferential status, by type of product (%)",10.0381
2022,"Worldwide weighted tariff-average, preferential status, by type of product (%)",8.5652
2023,"Worldwide weighted tariff-average, preferential status, by type of product (%)",11.3318
2023,"Worldwide weighted tariff-average, preferential status, by type of product (%)",18.8857
2023,"Worldwide weighted tariff-average, preferential status, by type of product (%)",14.7426
2023,"Worldwide weighted tariff-average, preferential status, by type of product (%)",19.9881
2023,"Worldwide weighted tariff-average, preferential status, by type of product (%)",8.9274
2023,"Worldwide weighted tariff-average, preferential status, by type of product (%)",0.0
2023,"Worldwide weighted tariff-average, preferential status, by type of product (%)",8.7747
2024,"Worldwide weighted tariff-average, preferential status, by type of product (%)",0.0
2024,"Worldwide weighted tariff-average, preferential status, by type of product (%)",8.9476
2024,"Worldwide weighted tariff-average, preferential status, by type of product (%)",19.9881
2024,"Worldwide weighted tariff-average, preferential status, by type of product (%)",14.7426
2024,"Worldwide weighted tariff-average, preferential status, by type of product (%)",8.8404
2024,"Worldwide weighted tariff-average, preferential status, by type of product (%)",11.6038
2024,"Worldwide weighted tariff-average, preferential status, by type of product (%)",18.8857
