Year,Value
2000,185.7
2001,25.9
2002,405.7
2003,403.1
2004,401.0
2005,179.8
2006,19.1
2007,18.5
2008,21.7
2009,21.2
2010,389.2
2011,392.3
2012,20.1
2013,18.2
2014,418.6
2015,238.2
2016,240.5
2017,425.5
2018,17.6
2019,236.0
2020,233.9
2021,15.2
2022,15.2
2023,17.2
2024,17.2
