Year,Value
2000,67.1548
2002,63.5999
2004,60.0448
2006,56.4898
2008,52.9348
2010,49.3798
2012,45.8248
2014,42.2698
2016,38.7148
2018,35.1598
2020,31.6048
2022,46.4117
