Year,Value
2000,17.9647
2001,24.0211
2002,15.3584
2003,14.0287
2004,3.082
2005,20.7035
2006,2.8761
2007,16.316
2008,2.6703
2009,28.7343
2010,18.6883
2011,19.4091
2012,2.2586
2013,19.5331
2014,13.4369
2015,36.7996
2016,23.7455
2017,8.7551
2018,25.7886
2019,1.5382
2020,25.0523
2021,27.4166
2022,17.1554
2023,26.1866
2024,11.281
