Year,Value
2000,3.25
2001,3.37
2002,3.4
2003,3.11
2004,3.19
2005,3.12
2006,3.06
2007,3.2
2008,3.22
2009,3.78
2010,3.85
2011,3.95
2012,3.71
2013,3.35
2014,3.42
2015,3.45
2016,3.23
2017,3.0
2018,2.87
2019,3.07
2020,2.92
2021,2.95
2022,3.12
2023,2.82
