Year,Value
2011,94.19
2011,99.46
2011,90.28
2015,87.81
2015,98.97
2015,91.52
2016,86.95
2016,94.94
2016,82.39
2017,91.64
2019,90.18
2019,97.75
2019,87.92
2022,96.1
2022,89.96
2022,88.04
2023,92.72
2023,97.94
2023,90.96
2024,96.47
2024,89.21
2024,86.48
