Year,Value
2000,11.9425
2005,3.7393
2010,0.1737
2011,6.1439
2012,0.2191
2013,4.0833
2014,0.2182
2015,0.1733
2016,5.6009
2017,0.044
2018,2.4438
2019,6.5577
2020,2.7734
2021,0.1625
2022,6.4777
2023,10.5301
