Year,Value
2000,53.89
2001,4.23
2002,44.89
2003,0.05
2004,51.5
2005,60.46
2006,0.05
2007,46.28
2008,45.04
2009,4.53
2010,0.06
2011,0.05
2012,4.99
2013,38.01
2014,39.09
2015,0.07
2016,0.07
2017,40.6
2018,3304.86
2019,0.07
2020,3410.94
2021,6.1
2022,52.35
