Year,Value
2010,2846265.0
2011,4467150.0
2012,1623983.0
2013,1513353.0
2014,7000068.0
2015,3113466.0
2016,3960276.0
2017,2858868.0
2018,4868539.0
2019,1416238.0
2020,1467397.0
2021,2622506.0
2022,918557.0
