Year,Value,Series
2011,36.6082,"Participation rate in formal and non-formal education and training, by sex (%) - 15-24"
2011,32.0868,"Participation rate in formal and non-formal education and training, by sex (%) - 15-24"
2011,41.7136,"Participation rate in formal and non-formal education and training, by sex (%) - 15-24"
2015,45.0862,"Participation rate in formal and non-formal education and training, by sex (%) - 15-24"
2015,39.1498,"Participation rate in formal and non-formal education and training, by sex (%) - 15-24"
2015,41.9073,"Participation rate in formal and non-formal education and training, by sex (%) - 15-24"
2016,39.0984,"Participation rate in formal and non-formal education and training, by sex (%) - 15-24"
2016,42.5046,"Participation rate in formal and non-formal education and training, by sex (%) - 15-24"
2016,46.2054,"Participation rate in formal and non-formal education and training, by sex (%) - 15-24"
2017,44.6089,"Participation rate in formal and non-formal education and training, by sex (%) - 15-24"
2017,37.6364,"Participation rate in formal and non-formal education and training, by sex (%) - 15-24"
2017,40.8696,"Participation rate in formal and non-formal education and training, by sex (%) - 15-24"
2019,36.9725,"Participation rate in formal and non-formal education and training, by sex (%) - 15-24"
2019,38.1829,"Participation rate in formal and non-formal education and training, by sex (%) - 15-24"
2019,39.35,"Participation rate in formal and non-formal education and training, by sex (%) - 15-24"
2022,41.6957,"Participation rate in formal and non-formal education and training, by sex (%) - 15-24"
2022,42.9374,"Participation rate in formal and non-formal education and training, by sex (%) - 15-24"
2022,44.0104,"Participation rate in formal and non-formal education and training, by sex (%) - 15-24"
2011,14.8665,"Participation rate in formal and non-formal education and training, by sex (%) - 15-64"
2011,12.2667,"Participation rate in formal and non-formal education and training, by sex (%) - 15-64"
2011,18.1097,"Participation rate in formal and non-formal education and training, by sex (%) - 15-64"
2015,16.616,"Participation rate in formal and non-formal education and training, by sex (%) - 15-64"
2015,20.8706,"Participation rate in formal and non-formal education and training, by sex (%) - 15-64"
2015,18.584,"Participation rate in formal and non-formal education and training, by sex (%) - 15-64"
2016,18.1525,"Participation rate in formal and non-formal education and training, by sex (%) - 15-64"
2016,21.2013,"Participation rate in formal and non-formal education and training, by sex (%) - 15-64"
2016,15.5999,"Participation rate in formal and non-formal education and training, by sex (%) - 15-64"
2017,19.4195,"Participation rate in formal and non-formal education and training, by sex (%) - 15-64"
2017,14.6751,"Participation rate in formal and non-formal education and training, by sex (%) - 15-64"
2017,16.7886,"Participation rate in formal and non-formal education and training, by sex (%) - 15-64"
2019,15.4896,"Participation rate in formal and non-formal education and training, by sex (%) - 15-64"
2019,17.0726,"Participation rate in formal and non-formal education and training, by sex (%) - 15-64"
2019,13.9705,"Participation rate in formal and non-formal education and training, by sex (%) - 15-64"
2022,17.9132,"Participation rate in formal and non-formal education and training, by sex (%) - 15-64"
2022,16.9179,"Participation rate in formal and non-formal education and training, by sex (%) - 15-64"
2022,16.1669,"Participation rate in formal and non-formal education and training, by sex (%) - 15-64"
2011,2.1198,"Participation rate in formal and non-formal education and training, by sex (%) - 25-54"
2011,3.099,"Participation rate in formal and non-formal education and training, by sex (%) - 25-54"
2011,1.391,"Participation rate in formal and non-formal education and training, by sex (%) - 25-54"
2015,4.6178,"Participation rate in formal and non-formal education and training, by sex (%) - 25-54"
2015,7.9387,"Participation rate in formal and non-formal education and training, by sex (%) - 25-54"
2015,6.1231,"Participation rate in formal and non-formal education and training, by sex (%) - 25-54"
2016,4.3705,"Participation rate in formal and non-formal education and training, by sex (%) - 25-54"
2016,6.0118,"Participation rate in formal and non-formal education and training, by sex (%) - 25-54"
2016,3.1183,"Participation rate in formal and non-formal education and training, by sex (%) - 25-54"
2017,2.3805,"Participation rate in formal and non-formal education and training, by sex (%) - 25-54"
2017,4.3717,"Participation rate in formal and non-formal education and training, by sex (%) - 25-54"
2017,3.2233,"Participation rate in formal and non-formal education and training, by sex (%) - 25-54"
2019,3.2617,"Participation rate in formal and non-formal education and training, by sex (%) - 25-54"
2019,4.4505,"Participation rate in formal and non-formal education and training, by sex (%) - 25-54"
2019,2.17,"Participation rate in formal and non-formal education and training, by sex (%) - 25-54"
2022,1.8731,"Participation rate in formal and non-formal education and training, by sex (%) - 25-54"
2022,2.9774,"Participation rate in formal and non-formal education and training, by sex (%) - 25-54"
2022,2.3217,"Participation rate in formal and non-formal education and training, by sex (%) - 25-54"
2015,2.3535,"Participation rate in formal and non-formal education and training, by sex (%) - 55-64"
2015,3.8061,"Participation rate in formal and non-formal education and training, by sex (%) - 55-64"
2019,0.4537,"Participation rate in formal and non-formal education and training, by sex (%) - 55-64"
