Year,Value,Series
2017,41651.0,"Freight volume, by mode of transport (tonne kilometres)"
2018,12.0,"Freight volume, by mode of transport (tonne kilometres)"
2019,2091018.0,"Freight volume, by mode of transport (tonne kilometres)"
2020,2573077.0,"Freight volume, by mode of transport (tonne kilometres)"
2021,3312494.0,"Freight volume, by mode of transport (tonne kilometres)"
2022,0.0,"Freight volume, by mode of transport (tonne kilometres)"
2024,3135072.0,"Freight volume, by mode of transport (tonne kilometres)"
2017,14640813.0,"Passenger volume (passenger kilometres), by mode of transport"
2018,76963213.0,"Passenger volume (passenger kilometres), by mode of transport"
2019,489587107.0,"Passenger volume (passenger kilometres), by mode of transport"
2020,355460434.0,"Passenger volume (passenger kilometres), by mode of transport"
2021,460248991.0,"Passenger volume (passenger kilometres), by mode of transport"
2022,1646351428.1,"Passenger volume (passenger kilometres), by mode of transport"
2024,1723201000.0,"Passenger volume (passenger kilometres), by mode of transport"
2010,349231.0,"Container port traffic, maritime transport (twenty-foot equivalent units - TEUs)"
2011,415592.0,"Container port traffic, maritime transport (twenty-foot equivalent units - TEUs)"
2012,401803.0,"Container port traffic, maritime transport (twenty-foot equivalent units - TEUs)"
2013,454050.0,"Container port traffic, maritime transport (twenty-foot equivalent units - TEUs)"
2014,456000.0,"Container port traffic, maritime transport (twenty-foot equivalent units - TEUs)"
2015,529724.0,"Container port traffic, maritime transport (twenty-foot equivalent units - TEUs)"
2016,540000.0,"Container port traffic, maritime transport (twenty-foot equivalent units - TEUs)"
2017,570500.0,"Container port traffic, maritime transport (twenty-foot equivalent units - TEUs)"
2018,674000.0,"Container port traffic, maritime transport (twenty-foot equivalent units - TEUs)"
2019,695698.0,"Container port traffic, maritime transport (twenty-foot equivalent units - TEUs)"
2020,696899.0,"Container port traffic, maritime transport (twenty-foot equivalent units - TEUs)"
2021,769358.0,"Container port traffic, maritime transport (twenty-foot equivalent units - TEUs)"
2022,738000.0,"Container port traffic, maritime transport (twenty-foot equivalent units - TEUs)"
2023,848276.0,"Container port traffic, maritime transport (twenty-foot equivalent units - TEUs)"
2024,881239.0,"Container port traffic, maritime transport (twenty-foot equivalent units - TEUs)"
