Year,Value
2000,127.9938
2001,45.2144
2002,79.2629
2003,83.7667
2004,129.427
2005,123.9357
2006,127.4951
2007,116.3906
2008,190.6284
2009,157.8184
2010,147.2038
2011,245.6468
2012,240.5257
2013,225.0248
2014,374.4769
2015,320.087
2016,224.6249
2017,388.8197
2018,364.8147
2019,979.9993
2020,579.2329
2021,533.4515
2022,1004.4677
2023,747.4661
2024,725.4465
