Year,Value,Series
2000,16.18,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2000,63.01,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2000,27.82,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2000,23.51,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2000,5.31,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2000,3.6,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2000,0.78,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2000,14.73,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2000,11.06,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2000,2.61,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2000,1.29,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2000,42.95,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2000,15.01,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2000,4.52,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2000,0.49,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2000,12.25,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2000,3.44,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2000,1.15,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2000,13.09,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2000,5.94,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2000,32.79,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2000,22.37,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2000,54.08,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2000,11.1,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2002,14.1689,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2002,52.7382,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2002,14.1872,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2002,17.4695,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2002,3.0169,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2002,4.5039,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2002,24.9309,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2002,32.7858,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2002,8.8846,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2005,10.5401,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2005,0.0,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2005,4.8554,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2005,0.7105,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2005,9.9951,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2005,0.5416,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2005,1.3724,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2005,9.1855,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2005,0.0,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2005,2.328,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2005,26.9834,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2005,53.4619,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2005,13.9874,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2005,34.5993,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2005,24.3134,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2005,18.1206,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2005,7.7688,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2005,18.2755,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2005,2.296,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2005,20.9863,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2005,0.0,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2005,0.5929,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2005,0.7636,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2005,1.7371,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2005,0.971,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2005,11.8695,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2005,31.6489,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2005,1.3515,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2005,24.4304,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2005,49.7399,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2005,8.3191,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2005,8.7922,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2005,1.2346,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2005,0.5589,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2005,3.301,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2005,24.8962,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2005,0.6977,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2005,4.8173,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2005,4.598,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2005,20.9926,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2005,2.8317,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2005,0.0,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2005,7.1859,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2005,24.5034,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2005,8.0841,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2005,1.7654,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2005,40.5308,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2005,2.9608,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2005,3.2093,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2005,16.6197,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2005,5.5012,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2005,2.4989,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2011,3.012,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2011,26.6623,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2011,0.6137,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
