Year,Value,Series
2011,11.5213,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2011,23.2706,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2011,22.2408,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2011,4.8333,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2011,2.8322,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2011,54.8081,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2011,4.5032,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2011,21.4607,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2011,45.5549,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2011,22.3809,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2011,17.9831,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2011,65.1038,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2011,31.5499,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2011,3.1106,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2011,47.3979,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2011,40.4234,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2011,14.9121,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2011,17.9868,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2011,2.7292,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2011,39.7185,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2011,0.9297,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2011,4.3823,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2011,19.8677,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2011,41.3819,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2011,57.3883,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2011,26.3457,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2011,42.656,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2011,3.677,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2011,2.5275,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2011,6.195,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2011,19.5103,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2011,73.9379,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2011,35.4625,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2011,16.7483,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2011,5.0075,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2011,0.5984,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2011,29.0426,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2011,5.7883,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2011,0.9374,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2011,6.8495,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2011,15.0896,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2011,1.6031,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2011,16.6342,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2011,0.4513,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2011,25.0928,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2011,0.0,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2011,24.3019,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2011,1.7958,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2011,8.0883,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2011,35.7895,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2011,8.5437,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2014,7.69,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2014,50.17,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2014,5.98,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2014,30.65,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2014,15.31,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2014,47.27,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2014,0.73,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2014,21.7,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2014,37.55,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2014,80.58,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2014,32.77,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2014,4.97,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2014,2.28,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2014,30.63,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2014,64.68,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2014,31.47,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2014,49.5,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2014,52.61,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2014,25.14,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2014,11.22,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2014,20.38,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2014,0.88,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2014,40.18,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2014,0.0,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2014,12.24,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2014,2.9,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2014,36.47,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2014,0.57,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2014,29.71,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2014,4.93,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2014,22.51,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2014,10.04,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2014,38.43,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2014,0.64,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2014,4.38,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2014,31.07,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2014,52.86,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2014,2.94,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2014,39.04,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2014,77.08,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2014,14.74,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2014,50.2,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2014,53.96,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2014,18.78,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2014,5.24,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2014,56.12,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2014,1.85,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2014,47.19,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2014,0.38,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2014,34.59,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2014,8.22,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2014,11.81,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2014,42.97,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2014,22.88,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2015,36.9953,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2015,2.2613,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2015,13.7406,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2015,5.2116,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2015,64.5753,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2015,31.7827,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2015,3.5543,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2015,15.3207,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2015,1.8314,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2015,8.6804,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2015,24.2993,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2015,74.9771,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2015,55.981,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2015,21.1194,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2015,7.3067,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2015,0.6257,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2015,41.5582,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2015,50.2487,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2015,8.4433,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2015,21.8719,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2015,8.7809,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2015,30.5547,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2015,47.9249,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2015,17.657,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2015,12.3242,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2015,40.6799,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2015,1.9045,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2015,31.936,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2015,14.1618,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2015,12.0673,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2015,33.63,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2015,15.5847,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2015,62.0191,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2015,7.035,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2015,26.2833,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2015,54.1992,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2015,48.1394,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2015,45.4539,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2015,20.1512,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2015,70.6303,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2015,42.1916,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2015,4.3493,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2015,12.8013,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2015,1.8937,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2015,50.4032,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2015,21.3571,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2015,30.6503,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2015,8.9635,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2015,0.6628,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2015,38.2913,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2015,1.9339,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2015,12.8937,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2015,21.0764,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2016,13.8977,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2016,2.1369,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2016,36.4853,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2016,0.2623,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2016,24.4309,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2016,26.5349,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2016,56.5382,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2016,2.013,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2016,15.7717,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2016,41.2793,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2016,74.7579,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2016,20.228,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2016,41.1148,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2016,79.5731,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2016,27.9072,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2016,9.5323,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2016,63.2766,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2016,15.198,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2016,47.2893,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2016,22.0728,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2016,38.6046,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2016,25.488,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2016,51.4082,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2016,15.0795,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2016,34.3402,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2016,4.1398,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2016,24.404,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2016,9.3457,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2016,51.0244,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2016,4.7685,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2016,25.2305,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2016,0.2547,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2016,9.7035,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2016,29.7027,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2016,56.2313,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2016,6.9939,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2016,38.2485,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2016,33.1998,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2016,11.1872,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2016,3.4301,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2016,28.3704,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2016,53.7305,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2016,63.7446,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2016,2.5333,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2016,34.824,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2016,68.6888,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2016,3.0565,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2016,18.1184,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2016,43.4155,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2016,1.7226,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2016,12.9056,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2016,4.8915,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2017,40.0014,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2017,15.9376,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2017,3.955,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2017,42.5714,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2017,15.841,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2017,31.2907,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2017,49.7107,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2017,17.0108,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2017,7.2183,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2017,31.2441,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2017,53.3006,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2017,45.1307,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2017,20.9385,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2017,3.2353,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2017,26.8013,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2017,76.0494,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2017,46.8297,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2017,7.147,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2017,4.0182,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2017,49.7255,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2017,26.2313,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2017,27.463,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2017,6.7467,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2017,37.4574,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2017,4.8269,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2017,15.5702,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2017,7.0903,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2017,36.6702,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
2017,21.7081,"Completion rate, by sex, location, wealth quintile and education level (%) - BOTHSEX"
