Year,Value,Series
2004,0.0038,"Domestic material consumption per capita, by type of raw material (tonnes)"
2004,0.1469,"Domestic material consumption per capita, by type of raw material (tonnes)"
2004,4.1694,"Domestic material consumption per capita, by type of raw material (tonnes)"
2004,0.0006,"Domestic material consumption per capita, by type of raw material (tonnes)"
2005,0.1669,"Domestic material consumption per capita, by type of raw material (tonnes)"
2005,2.4686,"Domestic material consumption per capita, by type of raw material (tonnes)"
2005,4.3207,"Domestic material consumption per capita, by type of raw material (tonnes)"
2005,0.0007,"Domestic material consumption per capita, by type of raw material (tonnes)"
2005,0.0038,"Domestic material consumption per capita, by type of raw material (tonnes)"
2005,0.0441,"Domestic material consumption per capita, by type of raw material (tonnes)"
2005,1.6364,"Domestic material consumption per capita, by type of raw material (tonnes)"
2006,2.1805,"Domestic material consumption per capita, by type of raw material (tonnes)"
2006,0.1137,"Domestic material consumption per capita, by type of raw material (tonnes)"
2006,1.6272,"Domestic material consumption per capita, by type of raw material (tonnes)"
2006,0.0427,"Domestic material consumption per capita, by type of raw material (tonnes)"
2006,0.0051,"Domestic material consumption per capita, by type of raw material (tonnes)"
2006,0.001,"Domestic material consumption per capita, by type of raw material (tonnes)"
2006,3.9701,"Domestic material consumption per capita, by type of raw material (tonnes)"
2007,4.2321,"Domestic material consumption per capita, by type of raw material (tonnes)"
2007,0.0011,"Domestic material consumption per capita, by type of raw material (tonnes)"
2007,0.0496,"Domestic material consumption per capita, by type of raw material (tonnes)"
2007,0.0525,"Domestic material consumption per capita, by type of raw material (tonnes)"
2007,1.8709,"Domestic material consumption per capita, by type of raw material (tonnes)"
2007,0.1448,"Domestic material consumption per capita, by type of raw material (tonnes)"
2007,2.1131,"Domestic material consumption per capita, by type of raw material (tonnes)"
2008,0.138,"Domestic material consumption per capita, by type of raw material (tonnes)"
2008,0.0433,"Domestic material consumption per capita, by type of raw material (tonnes)"
2008,1.6683,"Domestic material consumption per capita, by type of raw material (tonnes)"
2008,2.577,"Domestic material consumption per capita, by type of raw material (tonnes)"
2008,0.0124,"Domestic material consumption per capita, by type of raw material (tonnes)"
2008,0.0012,"Domestic material consumption per capita, by type of raw material (tonnes)"
2008,4.4403,"Domestic material consumption per capita, by type of raw material (tonnes)"
2009,0.0015,"Domestic material consumption per capita, by type of raw material (tonnes)"
2009,0.0112,"Domestic material consumption per capita, by type of raw material (tonnes)"
2009,1.6927,"Domestic material consumption per capita, by type of raw material (tonnes)"
2009,0.2061,"Domestic material consumption per capita, by type of raw material (tonnes)"
2009,2.4895,"Domestic material consumption per capita, by type of raw material (tonnes)"
2009,0.1333,"Domestic material consumption per capita, by type of raw material (tonnes)"
2009,4.5342,"Domestic material consumption per capita, by type of raw material (tonnes)"
2010,1.772,"Domestic material consumption per capita, by type of raw material (tonnes)"
2010,0.0502,"Domestic material consumption per capita, by type of raw material (tonnes)"
2010,0.0015,"Domestic material consumption per capita, by type of raw material (tonnes)"
2010,4.636,"Domestic material consumption per capita, by type of raw material (tonnes)"
2010,0.1761,"Domestic material consumption per capita, by type of raw material (tonnes)"
2010,0.1746,"Domestic material consumption per capita, by type of raw material (tonnes)"
2010,2.4616,"Domestic material consumption per capita, by type of raw material (tonnes)"
2011,0.0013,"Domestic material consumption per capita, by type of raw material (tonnes)"
2011,0.0337,"Domestic material consumption per capita, by type of raw material (tonnes)"
2011,1.5647,"Domestic material consumption per capita, by type of raw material (tonnes)"
2011,2.0776,"Domestic material consumption per capita, by type of raw material (tonnes)"
2011,0.1595,"Domestic material consumption per capita, by type of raw material (tonnes)"
2011,0.1833,"Domestic material consumption per capita, by type of raw material (tonnes)"
2011,4.0203,"Domestic material consumption per capita, by type of raw material (tonnes)"
2012,4.3135,"Domestic material consumption per capita, by type of raw material (tonnes)"
2012,2.2467,"Domestic material consumption per capita, by type of raw material (tonnes)"
2012,1.6236,"Domestic material consumption per capita, by type of raw material (tonnes)"
2012,0.2449,"Domestic material consumption per capita, by type of raw material (tonnes)"
2012,0.0266,"Domestic material consumption per capita, by type of raw material (tonnes)"
2012,0.1704,"Domestic material consumption per capita, by type of raw material (tonnes)"
2012,0.0014,"Domestic material consumption per capita, by type of raw material (tonnes)"
2013,0.0013,"Domestic material consumption per capita, by type of raw material (tonnes)"
2013,0.1747,"Domestic material consumption per capita, by type of raw material (tonnes)"
2013,0.0279,"Domestic material consumption per capita, by type of raw material (tonnes)"
2013,0.2294,"Domestic material consumption per capita, by type of raw material (tonnes)"
2013,2.0005,"Domestic material consumption per capita, by type of raw material (tonnes)"
2013,2.1176,"Domestic material consumption per capita, by type of raw material (tonnes)"
2013,4.5514,"Domestic material consumption per capita, by type of raw material (tonnes)"
2014,2.0701,"Domestic material consumption per capita, by type of raw material (tonnes)"
2014,1.5252,"Domestic material consumption per capita, by type of raw material (tonnes)"
2014,0.2334,"Domestic material consumption per capita, by type of raw material (tonnes)"
2014,0.0305,"Domestic material consumption per capita, by type of raw material (tonnes)"
2014,0.1888,"Domestic material consumption per capita, by type of raw material (tonnes)"
2014,0.0013,"Domestic material consumption per capita, by type of raw material (tonnes)"
2014,4.0493,"Domestic material consumption per capita, by type of raw material (tonnes)"
2015,0.0206,"Domestic material consumption per capita, by type of raw material (tonnes)"
2015,0.2122,"Domestic material consumption per capita, by type of raw material (tonnes)"
2015,2.3645,"Domestic material consumption per capita, by type of raw material (tonnes)"
2015,0.218,"Domestic material consumption per capita, by type of raw material (tonnes)"
2015,4.1664,"Domestic material consumption per capita, by type of raw material (tonnes)"
2015,0.0013,"Domestic material consumption per capita, by type of raw material (tonnes)"
2015,1.3498,"Domestic material consumption per capita, by type of raw material (tonnes)"
2016,0.2065,"Domestic material consumption per capita, by type of raw material (tonnes)"
2016,2.3199,"Domestic material consumption per capita, by type of raw material (tonnes)"
2016,0.2389,"Domestic material consumption per capita, by type of raw material (tonnes)"
2016,0.0173,"Domestic material consumption per capita, by type of raw material (tonnes)"
2016,2.6216,"Domestic material consumption per capita, by type of raw material (tonnes)"
2016,0.0015,"Domestic material consumption per capita, by type of raw material (tonnes)"
2016,5.4056,"Domestic material consumption per capita, by type of raw material (tonnes)"
2017,0.2165,"Domestic material consumption per capita, by type of raw material (tonnes)"
2017,4.5444,"Domestic material consumption per capita, by type of raw material (tonnes)"
2017,0.0015,"Domestic material consumption per capita, by type of raw material (tonnes)"
2017,1.4952,"Domestic material consumption per capita, by type of raw material (tonnes)"
2017,0.0636,"Domestic material consumption per capita, by type of raw material (tonnes)"
2017,0.2516,"Domestic material consumption per capita, by type of raw material (tonnes)"
2017,2.5159,"Domestic material consumption per capita, by type of raw material (tonnes)"
2018,2.6452,"Domestic material consumption per capita, by type of raw material (tonnes)"
2018,0.4087,"Domestic material consumption per capita, by type of raw material (tonnes)"
2018,0.096,"Domestic material consumption per capita, by type of raw material (tonnes)"
2018,2.006,"Domestic material consumption per capita, by type of raw material (tonnes)"
2018,0.2413,"Domestic material consumption per capita, by type of raw material (tonnes)"
2018,0.0016,"Domestic material consumption per capita, by type of raw material (tonnes)"
2018,5.3988,"Domestic material consumption per capita, by type of raw material (tonnes)"
2019,5.2956,"Domestic material consumption per capita, by type of raw material (tonnes)"
2019,0.0016,"Domestic material consumption per capita, by type of raw material (tonnes)"
2019,1.9955,"Domestic material consumption per capita, by type of raw material (tonnes)"
2019,0.1116,"Domestic material consumption per capita, by type of raw material (tonnes)"
2019,0.247,"Domestic material consumption per capita, by type of raw material (tonnes)"
2019,0.4232,"Domestic material consumption per capita, by type of raw material (tonnes)"
2019,2.5167,"Domestic material consumption per capita, by type of raw material (tonnes)"
2020,0.1935,"Domestic material consumption per capita, by type of raw material (tonnes)"
2020,0.1072,"Domestic material consumption per capita, by type of raw material (tonnes)"
2020,1.924,"Domestic material consumption per capita, by type of raw material (tonnes)"
2020,0.0015,"Domestic material consumption per capita, by type of raw material (tonnes)"
2020,5.4194,"Domestic material consumption per capita, by type of raw material (tonnes)"
2020,2.8313,"Domestic material consumption per capita, by type of raw material (tonnes)"
2020,0.3619,"Domestic material consumption per capita, by type of raw material (tonnes)"
2021,5.3691,"Domestic material consumption per capita, by type of raw material (tonnes)"
2021,0.0016,"Domestic material consumption per capita, by type of raw material (tonnes)"
2021,1.9886,"Domestic material consumption per capita, by type of raw material (tonnes)"
2021,0.1077,"Domestic material consumption per capita, by type of raw material (tonnes)"
2021,0.1935,"Domestic material consumption per capita, by type of raw material (tonnes)"
2021,0.3679,"Domestic material consumption per capita, by type of raw material (tonnes)"
2021,2.7098,"Domestic material consumption per capita, by type of raw material (tonnes)"
2022,5.3633,"Domestic material consumption per capita, by type of raw material (tonnes)"
2022,0.1081,"Domestic material consumption per capita, by type of raw material (tonnes)"
2022,2.6767,"Domestic material consumption per capita, by type of raw material (tonnes)"
2022,0.3786,"Domestic material consumption per capita, by type of raw material (tonnes)"
2022,0.19,"Domestic material consumption per capita, by type of raw material (tonnes)"
2022,2.0083,"Domestic material consumption per capita, by type of raw material (tonnes)"
2022,0.0016,"Domestic material consumption per capita, by type of raw material (tonnes)"
2023,5.2366,"Domestic material consumption per capita, by type of raw material (tonnes)"
2023,0.0015,"Domestic material consumption per capita, by type of raw material (tonnes)"
2023,0.1041,"Domestic material consumption per capita, by type of raw material (tonnes)"
2023,1.9761,"Domestic material consumption per capita, by type of raw material (tonnes)"
2023,0.1832,"Domestic material consumption per capita, by type of raw material (tonnes)"
2023,2.5868,"Domestic material consumption per capita, by type of raw material (tonnes)"
2023,0.3849,"Domestic material consumption per capita, by type of raw material (tonnes)"
2024,0.3949,"Domestic material consumption per capita, by type of raw material (tonnes)"
2024,2.5801,"Domestic material consumption per capita, by type of raw material (tonnes)"
2024,0.1811,"Domestic material consumption per capita, by type of raw material (tonnes)"
2024,2.0267,"Domestic material consumption per capita, by type of raw material (tonnes)"
2024,0.1063,"Domestic material consumption per capita, by type of raw material (tonnes)"
2024,0.0015,"Domestic material consumption per capita, by type of raw material (tonnes)"
2024,5.2906,"Domestic material consumption per capita, by type of raw material (tonnes)"
2000,0.127,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2000,1.1517,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2000,0.0007,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2000,-0.002,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2000,3.5191,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2000,2.2065,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2000,0.0352,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2001,0.0015,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2001,0.0007,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2001,1.2448,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2001,0.1293,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2001,0.0409,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2001,2.1426,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2001,3.5599,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2002,0.1327,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2002,1.2097,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2002,0.0007,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2002,-0.0088,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2002,3.31,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2002,1.9322,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2002,0.0434,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2003,0.0022,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2003,0.0006,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2003,1.4125,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2003,0.1354,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2003,0.0383,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2003,2.153,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2003,3.7421,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2004,0.1246,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2004,1.3892,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2004,0.0006,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2004,0.0032,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2004,3.5385,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2004,1.9819,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2004,0.0391,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2005,0.0032,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2005,0.0006,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2005,1.363,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2005,0.1391,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2005,0.0367,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2005,2.0561,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2005,3.5986,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2006,1.3556,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2006,0.0008,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2006,0.0043,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2006,0.0947,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2006,3.3074,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2006,1.8165,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2006,0.0356,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2007,0.1201,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2007,0.0411,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2007,0.0009,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2007,1.5514,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2007,0.0436,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2007,1.7522,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2007,3.5093,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2008,0.0355,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2008,0.001,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2008,0.0102,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2008,0.113,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2008,3.6345,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2008,2.1094,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2008,1.3656,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2009,0.1088,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2009,0.0091,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2009,0.0012,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2009,0.1681,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2009,1.3807,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2009,2.0306,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2009,3.6984,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2010,0.1411,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2010,0.0012,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2010,0.0406,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2010,0.1422,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2010,3.7458,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2010,1.989,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2010,1.4317,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2011,0.1499,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2011,0.0276,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2011,0.0011,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2011,0.1305,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2011,1.2796,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2011,1.699,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2011,3.2876,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2012,0.1978,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2012,0.0011,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2012,0.0215,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2012,0.1376,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2012,3.4837,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2012,1.8145,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2012,1.3113,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2013,0.1419,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2013,0.0011,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2013,0.0226,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2013,0.1864,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2013,1.6251,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2013,1.7201,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2013,3.6972,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2014,0.1842,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2014,0.0241,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2014,0.001,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2014,0.149,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2014,3.1962,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2014,1.634,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2014,1.2039,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2015,0.1668,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2015,0.001,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2015,0.0158,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2015,0.1624,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2015,1.0329,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2015,1.8094,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2015,3.1882,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2016,0.1771,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2016,0.0128,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2016,0.0011,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2016,0.153,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2016,4.0068,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2016,1.7196,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2016,1.9432,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2017,0.1538,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2017,0.0011,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2017,0.0452,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2017,0.1787,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2017,1.0621,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2017,1.7871,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2017,3.2281,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2018,0.0661,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2018,0.0011,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2018,0.166,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2018,3.7133,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2018,1.8194,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2018,1.3797,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2018,0.2811,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2019,3.4301,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2019,0.16,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2019,0.001,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2019,0.0723,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2019,0.2741,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2019,1.2925,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2019,1.6302,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2020,0.0675,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2020,0.1217,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2020,0.001,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2020,3.4096,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2020,1.7813,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2020,1.2105,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2020,0.2277,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2021,3.1179,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2021,0.0009,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2021,0.1124,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2021,0.0626,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2021,0.2136,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2021,1.1548,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
2021,1.5736,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2020 United States dollars)"
