Year,Value
2000,580.9831
2001,559.5607
2002,531.4737
2003,520.1214
2004,500.5155
2005,488.1223
2006,461.9736
2007,457.1441
2008,463.1464
2009,441.2062
2010,435.5107
2011,414.7134
2012,404.6909
2013,385.4995
2014,372.8909
2015,356.6709
2016,345.099
2017,325.2286
2018,305.3721
2019,286.27
2020,252.2236
2021,262.8374
2022,228.2424
2023,237.4421
