Year,Value
2001,101.9754
2002,99.7198
2003,100.6889
2004,100.308
2005,99.1215
2006,4.1451
2007,4.2105
2008,3.4039
2009,92.6566
2010,2.2046
2011,88.0
2012,2.1568
2013,80.1807
2014,1.7008
2015,72.0388
2016,1.1883
2017,1.1883
2018,69.2159
2019,4.2541
