Year,Value,Series
2004,0.0,Proportion of local breeds classified as being at risk of extinction as a share of local breeds with known level of extinction risk (%)
2005,0.0,Proportion of local breeds classified as being at risk of extinction as a share of local breeds with known level of extinction risk (%)
2006,0.0,Proportion of local breeds classified as being at risk of extinction as a share of local breeds with known level of extinction risk (%)
2007,0.0,Proportion of local breeds classified as being at risk of extinction as a share of local breeds with known level of extinction risk (%)
2008,0.0,Proportion of local breeds classified as being at risk of extinction as a share of local breeds with known level of extinction risk (%)
2009,0.0,Proportion of local breeds classified as being at risk of extinction as a share of local breeds with known level of extinction risk (%)
2010,0.0,Proportion of local breeds classified as being at risk of extinction as a share of local breeds with known level of extinction risk (%)
2011,0.0,Proportion of local breeds classified as being at risk of extinction as a share of local breeds with known level of extinction risk (%)
2012,0.0,Proportion of local breeds classified as being at risk of extinction as a share of local breeds with known level of extinction risk (%)
2013,0.0,Proportion of local breeds classified as being at risk of extinction as a share of local breeds with known level of extinction risk (%)
2014,0.0,Proportion of local breeds classified as being at risk of extinction as a share of local breeds with known level of extinction risk (%)
2015,0.0,Proportion of local breeds classified as being at risk of extinction as a share of local breeds with known level of extinction risk (%)
2016,0.0,Proportion of local breeds classified as being at risk of extinction as a share of local breeds with known level of extinction risk (%)
2017,0.0,Proportion of local breeds classified as being at risk of extinction as a share of local breeds with known level of extinction risk (%)
2018,0.0,Proportion of local breeds classified as being at risk of extinction as a share of local breeds with known level of extinction risk (%)
2019,27.0,Proportion of local breeds classified as being at risk of extinction as a share of local breeds with known level of extinction risk (%)
2020,27.0,Proportion of local breeds classified as being at risk of extinction as a share of local breeds with known level of extinction risk (%)
2021,27.0,Proportion of local breeds classified as being at risk of extinction as a share of local breeds with known level of extinction risk (%)
2022,30.0,Proportion of local breeds classified as being at risk of extinction as a share of local breeds with known level of extinction risk (%)
2023,30.0,Proportion of local breeds classified as being at risk of extinction as a share of local breeds with known level of extinction risk (%)
2024,30.0,Proportion of local breeds classified as being at risk of extinction as a share of local breeds with known level of extinction risk (%)
2000,0.0,Proportion of transboundary breeds classified as being at risk of extinction as a share of local breeds with known level of extinction risk (%)
2001,0.0,Proportion of transboundary breeds classified as being at risk of extinction as a share of local breeds with known level of extinction risk (%)
2002,0.0,Proportion of transboundary breeds classified as being at risk of extinction as a share of local breeds with known level of extinction risk (%)
2003,0.0,Proportion of transboundary breeds classified as being at risk of extinction as a share of local breeds with known level of extinction risk (%)
2004,0.0,Proportion of transboundary breeds classified as being at risk of extinction as a share of local breeds with known level of extinction risk (%)
2005,0.0,Proportion of transboundary breeds classified as being at risk of extinction as a share of local breeds with known level of extinction risk (%)
2006,0.0,Proportion of transboundary breeds classified as being at risk of extinction as a share of local breeds with known level of extinction risk (%)
2007,0.0,Proportion of transboundary breeds classified as being at risk of extinction as a share of local breeds with known level of extinction risk (%)
2008,0.0,Proportion of transboundary breeds classified as being at risk of extinction as a share of local breeds with known level of extinction risk (%)
2009,0.0,Proportion of transboundary breeds classified as being at risk of extinction as a share of local breeds with known level of extinction risk (%)
2010,0.0,Proportion of transboundary breeds classified as being at risk of extinction as a share of local breeds with known level of extinction risk (%)
2011,0.0,Proportion of transboundary breeds classified as being at risk of extinction as a share of local breeds with known level of extinction risk (%)
2012,0.0,Proportion of transboundary breeds classified as being at risk of extinction as a share of local breeds with known level of extinction risk (%)
2013,0.0,Proportion of transboundary breeds classified as being at risk of extinction as a share of local breeds with known level of extinction risk (%)
2014,0.0,Proportion of transboundary breeds classified as being at risk of extinction as a share of local breeds with known level of extinction risk (%)
2015,0.0,Proportion of transboundary breeds classified as being at risk of extinction as a share of local breeds with known level of extinction risk (%)
2016,0.0,Proportion of transboundary breeds classified as being at risk of extinction as a share of local breeds with known level of extinction risk (%)
2017,0.0,Proportion of transboundary breeds classified as being at risk of extinction as a share of local breeds with known level of extinction risk (%)
2018,0.0,Proportion of transboundary breeds classified as being at risk of extinction as a share of local breeds with known level of extinction risk (%)
2019,6.0,Proportion of transboundary breeds classified as being at risk of extinction as a share of local breeds with known level of extinction risk (%)
2020,6.0,Proportion of transboundary breeds classified as being at risk of extinction as a share of local breeds with known level of extinction risk (%)
2021,6.0,Proportion of transboundary breeds classified as being at risk of extinction as a share of local breeds with known level of extinction risk (%)
2022,7.0,Proportion of transboundary breeds classified as being at risk of extinction as a share of local breeds with known level of extinction risk (%)
2023,7.0,Proportion of transboundary breeds classified as being at risk of extinction as a share of local breeds with known level of extinction risk (%)
2024,7.0,Proportion of transboundary breeds classified as being at risk of extinction as a share of local breeds with known level of extinction risk (%)
2000,1.0,Number of local breeds with unknown risk status (number)
2001,1.0,Number of local breeds with unknown risk status (number)
2002,1.0,Number of local breeds with unknown risk status (number)
2003,1.0,Number of local breeds with unknown risk status (number)
2004,0.0,Number of local breeds with unknown risk status (number)
2005,0.0,Number of local breeds with unknown risk status (number)
2006,9.0,Number of local breeds with unknown risk status (number)
2007,9.0,Number of local breeds with unknown risk status (number)
2008,8.0,Number of local breeds with unknown risk status (number)
2009,8.0,Number of local breeds with unknown risk status (number)
2010,8.0,Number of local breeds with unknown risk status (number)
2011,8.0,Number of local breeds with unknown risk status (number)
2012,7.0,Number of local breeds with unknown risk status (number)
2013,7.0,Number of local breeds with unknown risk status (number)
2014,7.0,Number of local breeds with unknown risk status (number)
2015,7.0,Number of local breeds with unknown risk status (number)
2016,8.0,Number of local breeds with unknown risk status (number)
2017,8.0,Number of local breeds with unknown risk status (number)
2018,9.0,Number of local breeds with unknown risk status (number)
2019,5.0,Number of local breeds with unknown risk status (number)
2020,8.0,Number of local breeds with unknown risk status (number)
2021,8.0,Number of local breeds with unknown risk status (number)
2022,9.0,Number of local breeds with unknown risk status (number)
2023,9.0,Number of local breeds with unknown risk status (number)
2024,9.0,Number of local breeds with unknown risk status (number)
2000,3.0,Number of transboundary breeds with unknown risk status (number)
2001,3.0,Number of transboundary breeds with unknown risk status (number)
2002,4.0,Number of transboundary breeds with unknown risk status (number)
2003,4.0,Number of transboundary breeds with unknown risk status (number)
2004,3.0,Number of transboundary breeds with unknown risk status (number)
2005,3.0,Number of transboundary breeds with unknown risk status (number)
2006,22.0,Number of transboundary breeds with unknown risk status (number)
2007,22.0,Number of transboundary breeds with unknown risk status (number)
2008,20.0,Number of transboundary breeds with unknown risk status (number)
2009,20.0,Number of transboundary breeds with unknown risk status (number)
2010,20.0,Number of transboundary breeds with unknown risk status (number)
2011,20.0,Number of transboundary breeds with unknown risk status (number)
2012,20.0,Number of transboundary breeds with unknown risk status (number)
2013,20.0,Number of transboundary breeds with unknown risk status (number)
2014,20.0,Number of transboundary breeds with unknown risk status (number)
2015,20.0,Number of transboundary breeds with unknown risk status (number)
2016,22.0,Number of transboundary breeds with unknown risk status (number)
2017,22.0,Number of transboundary breeds with unknown risk status (number)
2018,29.0,Number of transboundary breeds with unknown risk status (number)
2019,18.0,Number of transboundary breeds with unknown risk status (number)
2020,18.0,Number of transboundary breeds with unknown risk status (number)
2021,18.0,Number of transboundary breeds with unknown risk status (number)
2022,20.0,Number of transboundary breeds with unknown risk status (number)
2023,20.0,Number of transboundary breeds with unknown risk status (number)
2024,20.0,Number of transboundary breeds with unknown risk status (number)
