Year,Value
2000,0.0
2001,0.0
2002,0.0
2003,38.4963
2004,0.0
2005,69.2648
2006,0.0
2007,0.0
2008,159.1161
2009,264.0
2010,25.7937
2011,0.0
2012,817.5
2013,144.8626
2014,363.9349
2015,345.3285
2016,75.51
2017,118.7966
2018,502.545
2019,53.9
2020,0.0
