Year,Value
2000,6.9
2001,35.9
2002,72.4
2003,73.2
2004,37.5
2005,8.0
2006,37.0
2007,70.0
2008,35.6
2009,7.0
2010,6.7
2011,6.5
2012,6.3
2013,30.1
2014,54.3
2015,28.5
2016,52.1
2017,51.9
2018,28.8
2019,29.7
2020,30.7
2021,7.7
2022,33.5
2023,61.0
