Year,Value,Series
2015,1.5,Area of degraded mountain land (square kilometres)
2015,1.5,Area of degraded mountain land (square kilometres)
2018,4.1,Area of degraded mountain land (square kilometres)
2018,4.1,Area of degraded mountain land (square kilometres)
2021,4.1,Area of degraded mountain land (square kilometres)
2021,4.1,Area of degraded mountain land (square kilometres)
2015,0.5,Proportion of degraded mountain land (%)
2015,0.5,Proportion of degraded mountain land (%)
2018,1.4,Proportion of degraded mountain land (%)
2018,1.4,Proportion of degraded mountain land (%)
2021,1.4,Proportion of degraded mountain land (%)
2021,1.4,Proportion of degraded mountain land (%)
2000,0.0,Mountain green cover area (square kilometres)
2000,49.2,Mountain green cover area (square kilometres)
2000,0.1,Mountain green cover area (square kilometres)
2000,286.5,Mountain green cover area (square kilometres)
2000,228.4,Mountain green cover area (square kilometres)
2000,8.7,Mountain green cover area (square kilometres)
2000,49.2,Mountain green cover area (square kilometres)
2000,0.1,Mountain green cover area (square kilometres)
2000,0.3,Mountain green cover area (square kilometres)
2000,286.5,Mountain green cover area (square kilometres)
2000,0.0,Mountain green cover area (square kilometres)
2000,0.0,Mountain green cover area (square kilometres)
2000,0.0,Mountain green cover area (square kilometres)
2000,0.0,Mountain green cover area (square kilometres)
2000,228.4,Mountain green cover area (square kilometres)
2000,8.7,Mountain green cover area (square kilometres)
2000,0.0,Mountain green cover area (square kilometres)
2000,0.0,Mountain green cover area (square kilometres)
2000,0.1,Mountain green cover area (square kilometres)
2000,0.1,Mountain green cover area (square kilometres)
2000,0.3,Mountain green cover area (square kilometres)
2000,0.0,Mountain green cover area (square kilometres)
2005,0.0,Mountain green cover area (square kilometres)
2005,0.0,Mountain green cover area (square kilometres)
2005,0.1,Mountain green cover area (square kilometres)
2005,48.8,Mountain green cover area (square kilometres)
2005,286.5,Mountain green cover area (square kilometres)
2005,0.0,Mountain green cover area (square kilometres)
2005,0.3,Mountain green cover area (square kilometres)
2005,8.7,Mountain green cover area (square kilometres)
2005,0.1,Mountain green cover area (square kilometres)
2005,48.8,Mountain green cover area (square kilometres)
2005,0.1,Mountain green cover area (square kilometres)
2005,286.5,Mountain green cover area (square kilometres)
2005,0.0,Mountain green cover area (square kilometres)
2005,0.0,Mountain green cover area (square kilometres)
2005,8.7,Mountain green cover area (square kilometres)
2005,228.7,Mountain green cover area (square kilometres)
